port_number,port_name,port_country,latitude,longitude
10001,Keflavik,Iceland,64.00,-22.33
10002,Straumsvik,Iceland,64.30,-22.30
10003,Hafnarfjordur,Iceland,64.40,-21.57
10004,Skerjafjordur,Iceland,64.90,-22.10
10005,Reykjavik,Iceland,64.90,-21.56
10006,Grundartangi,Iceland,64.16,-22.00
10007,Bildudalur,Iceland,65.41,-23.36
10008,Thingeyri,Iceland,65.53,-23.29
10009,Bolungavik,Iceland,66.10,-23.14
10010,Isafjordur,Iceland,66.40,-23.70
10011,Blonduos,Iceland,65.40,-20.18
10012,Skagastrond,Iceland,65.50,-20.19
10013,Saudarkrokur,Iceland,65.45,-19.40
10014,Siglufjorhurd,Iceland,66.90,-18.55
10015,Olafsfjordhur,Iceland,66.50,-18.38
10016,Dalvik,Iceland,65.59,-18.31
10017,Akureyri,Iceland,65.41,-18.50
10018,Husavik,Iceland,66.20,-17.20
10019,Kopasker,Iceland,66.17,-16.27
10020,Raufarhofn,Iceland,66.27,-15.56
10021,Vopnafjordhur,Iceland,65.45,-14.50
10022,Seydhisfjordhur,Iceland,65.16,-14.00
10023,Neskaupstadur,Iceland,65.90,-13.41
10024,Eskifjordhur,Iceland,65.40,-14.10
10025,Budir,Iceland,64.56,-14.10
10026,Djupivogur,Iceland,64.40,-14.17
10027,Hornabjordur,Iceland,64.15,-15.14
10028,Vestmannaeyjar,Iceland,63.26,-20.17
10029,Qutdleq,Greenland,61.31,-42.13
10030,Kusanartoq,Greenland,61.46,-42.13
10031,Nanortalik Havn,Greenland,60.70,-45.12
10032,Qaqurtoq,Greenland,60.43,-46.30
10033,Narsaq,Greenland,60.55,-46.30
10034,Narsarssuaq,Greenland,61.90,-45.26
10035,Gronnedal (Kangilinnguit),Greenland,61.14,-48.60
10036,Paamuit (Frederikshab),Greenland,62.00,-49.40
10037,Kangerluarsoruseq,Greenland,63.42,-51.33
10038,Nuuk,Greenland,64.11,-51.45
10039,Maniitsoq,Greenland,65.25,-52.55
10040,Kangamiut,Greenland,65.49,-53.18
10041,Sisimiut,Greenland,66.55,-53.42
10042,Kangerlusuaq,Greenland,66.58,-50.57
10043,Attu,Greenland,67.57,-53.44
10044,Aasiaat,Greenland,68.42,-52.52
10045,Qasigiannguit-Christianshab,Greenland,68.49,-51.11
10046,Illulissat (Jakobshavn),Greenland,69.13,-51.60
10047,Qeqertarsuaq,Greenland,69.14,-53.32
10048,Niaqornat,Greenland,70.48,-53.40
10049,Uummannaq Harbor,Greenland,70.41,-52.90
10050,Kajalleq Upernavik,Greenland,72.90,-55.32
10051,Upernavik,Greenland,72.46,-56.90
10052,Pituffik (Thule Air Base),Greenland,76.32,-68.52
10053,Pond Inlet,Canada,72.45,-76.45
10054,Padloping Island,Canada,67.20,-62.44
10055,Pangnirtung,Canada,66.80,-65.45
10056,Churchill,Canada,58.47,-94.11
10057,Goose Bay,Canada,53.22,-60.18
10058,Conche,Canada,50.53,-55.54
10059,Roddickton,Canada,50.52,-56.80
10060,Westport Cove,Canada,49.47,-56.37
10061,Seal Cove,Canada,49.56,-56.23
10062,Little Bay,Canada,49.37,-56.00
10063,Springdale,Canada,49.30,-56.40
10064,Fortune Harbor,Canada,49.32,-55.14
10065,Twillingate Harbor,Canada,49.40,-54.46
10066,Bonavista Harbor,Canada,48.39,-53.70
10067,Catalina Harbor,Canada,48.30,-53.50
10068,Port Union,Canada,48.30,-53.50
10069,Clarenville,Canada,48.90,-53.57
10070,Carbonear Bay,Canada,47.44,-53.13
10071,Harbor Grace,Canada,47.41,-53.13
10072,St John'S,Canada,47.34,-52.42
10073,Trepassey Harbor,Canada,46.44,-53.24
10074,Argentia,Canada,47.18,-53.59
10075,Come By Chance Harbor,Canada,47.48,-54.10
10076,Port De St Pierre,Canada,46.47,-56.10
10077,Grand Bank,Canada,47.60,-55.45
10078,Burgeo,Canada,47.36,-57.37
10079,Port Aux Basques,Canada,47.34,-59.80
10080,Stephenville,Canada,48.32,-58.32
10081,St George'S,Canada,48.27,-58.27
10082,Corner Brook,Canada,48.57,-57.57
10083,Blanc Sablon,Canada,51.25,-57.80
10084,Havre St Pierre,Canada,50.14,-63.36
10085,Mingan,Canada,50.17,-64.10
10086,Sept Iles,Canada,50.12,-66.23
10087,Pointe Noire,Canada,50.10,-66.29
10088,Port Cartier,Canada,50.20,-66.47
10089,Matane,Canada,48.51,-67.32
10090,Baie Comeau,Canada,49.14,-68.80
10091,Rimouski,Canada,48.27,-68.31
10092,Tadoussac,Canada,48.90,-69.43
10093,La Baie (Port Alfred),Canada,48.20,-70.53
10094,Chicoutimi (Port Saguenay),Canada,48.26,-71.40
10095,Riviere Du Loup,Canada,47.50,-69.31
10096,Quebec,Canada,46.49,-71.13
10097,Port De Becancour,Canada,46.24,-72.23
10098,Trois Rivieres,Canada,46.21,-72.33
10099,Sorel,Canada,46.30,-73.70
10100,Montreal,Canada,45.31,-73.33
10101,Vaudreuil,Canada,45.24,-74.20
10102,Oka Sur Le Lac,Canada,45.28,-74.50
10103,Hudson,Canada,45.28,-74.80
10104,St Placide,Canada,45.32,-74.12
10105,St Andrews East,Canada,45.34,-74.20
10106,Carillon,Canada,45.34,-74.22
10107,Chute A Blondeau,Canada,45.35,-74.28
10108,Grenville,Canada,45.38,-74.36
10109,Hawkesbury,Canada,45.37,-74.37
10110,Fassett,Canada,45.39,-74.52
10111,Montebello,Canada,45.39,-74.56
10112,Papineauville,Canada,45.37,-75.10
10113,Thurso,Canada,45.36,-75.14
10114,Rockland,Canada,45.33,-75.18
10115,Cumberland,Canada,45.31,-75.24
10116,Masson,Canada,45.32,-75.25
10117,Gatineau,Canada,45.29,-75.39
10118,Ottawa,Canada,45.26,-75.42
10119,Hull,Canada,45.26,-75.42
10120,Beauharnois,Canada,45.19,-73.53
10121,Coteau Landing,Canada,45.15,-74.12
10122,St Zotique,Canada,45.15,-74.15
10123,St Anicet,Canada,45.80,-74.22
10124,South Lancaster,Canada,45.80,-74.30
10125,Cornwall,Canada,45.10,-74.44
10126,Cardinal,Canada,44.47,-75.23
10127,Lower Lakes Terminal,Canada,44.44,-75.28
10128,Brockville,Canada,44.35,-75.40
10129,Rockport,Canada,44.23,-75.56
10130,Gananoque,Canada,44.20,-76.10
10131,Wolfe Island,Canada,44.12,-76.26
10132,Kingston,Canada,44.14,-76.30
10133,Ogdensburg,United States of America,44.42,-75.30
10134,Alexandria Bay,United States of America,44.20,-75.55
10135,Clayton,United States of America,44.14,-76.30
10136,Millhaven,Canada,44.12,-76.44
10137,Picton,Canada,44.10,-77.80
10138,Belleville,Canada,44.90,-77.24
10139,Trenton,Canada,44.60,-77.34
10140,Cobourg,Canada,43.57,-78.10
10141,Port Hope,Canada,43.56,-78.17
10142,Contrecour,Canada,45.53,-73.12
10143,Oshawa,Canada,43.52,-78.49
10144,Port Whitby,Canada,43.51,-78.56
10145,Toronto,Canada,43.37,-79.23
10146,Port Credit,Canada,43.33,-79.35
10147,Clarkson,Canada,43.30,-79.36
10148,Oakville,Canada,43.26,-79.40
10149,Bronte,Canada,43.24,-79.43
10150,Hamilton,Canada,43.15,-79.51
10151,Port Dalhousie,Canada,43.13,-79.16
10152,Port Weller,Canada,43.14,-79.13
10153,Welland,Canada,43.00,-79.15
10154,Thorold,Canada,43.50,-79.43
10155,St Catherine,Canada,43.11,-79.17
10156,Niagara,Canada,43.15,-79.40
10157,Queenston,Canada,43.10,-79.40
10158,Chaumont,United States of America,44.40,-76.80
10159,Sackets Harbor,United States of America,43.57,-76.70
10160,Oswego,United States of America,43.28,-76.31
10161,Sodus Bay,United States of America,43.16,-76.59
10162,Rochester,United States of America,43.16,-77.36
10163,Youngstown,United States of America,43.15,-79.30
10164,Port Colborne,Canada,42.53,-79.15
10165,Port Maitland,Canada,42.51,-79.35
10166,Port Dover,Canada,42.47,-80.12
10167,Port Stanley,Canada,42.40,-81.12
10168,Rondeau,Canada,42.16,-81.54
10169,Pelee I North Wharf,Canada,41.49,-82.40
10170,Pelee I West Dock,Canada,41.46,-82.41
10171,Leamington,Canada,42.20,-82.36
10172,Kingsville,Canada,42.10,-82.44
10173,Amherstburg,Canada,42.60,-83.60
10174,Windsor,Canada,42.19,-83.20
10175,Tonawanda,United States of America,43.20,-78.53
10176,Buffalo,United States of America,42.53,-78.53
10177,Dunkirk,United States of America,42.29,-79.20
10178,Erie,United States of America,42.90,-80.60
10179,Conneaut,United States of America,41.58,-80.33
10180,Ashtabula,United States of America,41.54,-80.48
10181,Fairport,United States of America,41.46,-81.18
10182,Cleveland,United States of America,41.30,-81.43
10183,Lorain,United States of America,41.28,-82.11
10184,Vermilion,United States of America,41.26,-82.22
10185,Huron,United States of America,41.24,-82.33
10186,Sandusky,United States of America,41.27,-82.43
10187,Port Clinton,United States of America,41.31,-82.56
10188,Put In Bay,United States of America,41.39,-82.49
10189,Toledo,United States of America,41.42,-83.28
10190,Monroe,United States of America,41.53,-83.20
10191,Trenton,United States of America,42.80,-83.10
10192,Wyandotte,United States of America,42.12,-83.90
10193,Rouge River,United States of America,42.17,-83.70
10194,Detroit,United States of America,42.20,-83.20
10195,Walpole Island,Canada,42.37,-82.31
10196,Sombra,Canada,42.43,-82.29
10197,Courtright,Canada,42.49,-82.28
10198,Sarnia,Canada,42.59,-82.25
10199,Point Edward,Canada,43.00,-82.25
10200,Goderich,Canada,43.45,-81.44
10201,Port Elgin,Canada,44.26,-81.24
10202,Southampton,Canada,44.30,-81.23
10203,Tobermory,Canada,45.16,-81.40
10204,Lions Head,Canada,44.59,-81.15
10205,Wiarton,Canada,44.45,-81.80
10206,Owen Sound,Canada,44.35,-80.56
10207,Meaford,Canada,44.37,-80.36
10208,Thornbury,Canada,44.34,-80.27
10209,Collingwood,Canada,44.30,-80.14
10210,Penetanguishene,Canada,44.46,-79.56
10211,Midland,Canada,44.45,-79.55
10212,Tiffin,Canada,44.45,-79.51
10213,Port Mcnicoll,Canada,44.45,-79.48
10214,Victoria Harbour,Canada,44.45,-79.49
10215,Waubaushene,Canada,44.46,-79.43
10216,Port Severn,Canada,44.48,-79.43
10217,Depot Harbour,Canada,45.19,-80.60
10218,Parry Sound,Canada,45.20,-80.20
10219,Byng Inlet,Canada,45.46,-80.34
10220,Key Harbour,Canada,45.53,-80.45
10221,Killarney,Canada,45.58,-81.31
10222,Manitowaning,Canada,45.45,-81.48
10223,Sheguiandah,Canada,45.54,-81.55
10224,Little Current,Canada,45.59,-81.56
10225,Honora,Canada,45.52,-82.10
10226,Kagawong,Canada,45.55,-82.15
10227,Gore Bay,Canada,45.55,-82.28
10228,Meldrum Bay,Canada,45.56,-83.70
10229,Blind River,Canada,46.11,-82.57
10230,Cockburn,Canada,45.57,-83.19
10231,Thessalon,Canada,46.15,-83.34
10232,Bruce Mines,Canada,46.17,-83.47
10233,Hilton,Canada,46.15,-83.53
10234,Desbarats,Canada,46.20,-83.55
10235,Richards Landing,Canada,46.18,-84.20
10236,Sault Ste Marie,Canada,46.31,-84.21
10237,Algonac,United States of America,42.37,-82.31
10238,Marine City,United States of America,42.43,-82.30
10239,St Clair,United States of America,42.49,-82.29
10240,Port Huron,United States of America,43.00,-82.26
10241,Harbor Beach,United States of America,43.51,-82.39
10242,Port Hope,United States of America,43.57,-82.42
10243,Bay City,United States of America,43.36,-83.52
10244,Saginaw,United States of America,43.26,-83.56
10245,Alabaster,United States of America,44.11,-83.33
10246,Tawas City,United States of America,44.16,-83.30
10247,Au Sable,United States of America,44.24,-83.19
10248,Oscoda,United States of America,44.25,-83.19
10249,Alpena,United States of America,45.40,-83.25
10250,Rockport,United States of America,45.12,-83.23
10251,Calcite,United States of America,45.25,-83.47
10252,Rogers City,United States of America,45.27,-83.49
10253,Cheboygan,United States of America,45.39,-84.28
10254,Mackinaw City,United States of America,45.47,-84.43
10255,Mackinac Island,United States of America,45.51,-84.37
10256,St Ignace,United States of America,45.51,-84.43
10257,Sault Ste Marie,United States of America,46.30,-84.21
10258,St. James Harbor,United States of America,45.44,-85.31
10259,Harbor Springs,United States of America,45.26,-84.59
10260,Petoskey,United States of America,45.22,-84.58
10261,Charlevoix,United States of America,45.19,-85.16
10262,Traverse City,United States of America,44.46,-85.37
10263,Leland,United States of America,45.10,-85.46
10264,Frankfort,United States of America,44.38,-86.15
10265,Manistee,United States of America,44.15,-86.19
10266,Ludington,United States of America,43.57,-86.27
10267,White Lake,United States of America,43.23,-86.21
10268,Muskegon,United States of America,43.14,-86.16
10269,Grand Haven,United States of America,43.40,-86.14
10270,Holland,United States of America,42.47,-86.80
10271,Saugatuck,United States of America,42.40,-86.12
10272,South Haven,United States of America,42.24,-86.17
10273,St Joseph,United States of America,42.70,-86.29
10274,Michigan City,United States of America,41.44,-86.54
10275,Gary,United States of America,41.37,-87.20
10276,Buffington,United States of America,41.38,-87.25
10277,Indiana Harbor,United States of America,41.40,-87.26
10278,Calumet Harbor,United States of America,41.44,-87.31
10279,Chicago,United States of America,41.53,-87.36
10280,Wilmette,United States of America,42.50,-87.41
10281,Great Lakes,United States of America,42.18,-87.50
10282,Waukegan,United States of America,42.22,-87.49
10283,Kenosha,United States of America,42.35,-87.49
10284,Racine,United States of America,42.44,-87.47
10285,Milwaukee,United States of America,43.20,-87.53
10286,Port Washington,United States of America,43.23,-87.52
10287,Sheboygan,United States of America,43.45,-87.42
10288,Manitowoc,United States of America,44.60,-87.39
10289,Two Rivers,United States of America,44.90,-87.34
10290,Kewaunee,United States of America,44.28,-87.30
10291,Algoma,United States of America,44.36,-87.26
10292,Sturgeon Bay,United States of America,44.50,-87.23
10293,Green Bay,United States of America,44.31,-88.10
10294,Depere,United States of America,44.27,-88.40
10295,Kaukauna,United States of America,44.17,-88.16
10296,Oconto,United States of America,44.54,-87.50
10297,Marinette,United States of America,45.50,-87.36
10298,Menominee,United States of America,45.60,-87.36
10299,Escanaba,United States of America,45.46,-87.30
10300,Gladstone,United States of America,45.51,-87.10
10301,Nahma,United States of America,45.50,-86.40
10302,Manistique,United States of America,45.57,-86.15
10303,Port Inland,United States of America,45.58,-85.52
10304,Goulais Bay,Canada,46.44,-84.30
10305,Batchawana Bay,Canada,46.55,-84.36
10306,Gargantua,Canada,47.34,-84.58
10307,Michipicoten,Canada,47.58,-84.54
10308,Quebec Harbour,Canada,47.42,-85.48
10309,Heron Bay,Canada,48.39,-86.19
10310,Thunder Bay,Canada,48.24,-89.14
10311,Grand Marais,United States of America,46.41,-85.58
10312,Munising,United States of America,46.25,-86.39
10313,Marquette,United States of America,46.32,-87.23
10314,Presque Isle,United States of America,46.34,-87.23
10315,L Anse,United States of America,46.46,-88.28
10316,Baraga,United States of America,46.47,-88.29
10317,Copper Harbor,United States of America,47.28,-87.52
10318,Eagle Harbor,United States of America,47.28,-88.10
10319,Houghton,United States of America,47.70,-88.34
10320,Ontonagon,United States of America,46.53,-89.20
10321,Ashland,United States of America,46.36,-90.52
10322,Washburn,United States of America,46.40,-90.53
10323,Bayfield,United States of America,46.48,-90.49
10324,La Pointe,United States of America,46.47,-90.47
10325,Cornucopia,United States of America,46.52,-91.60
10326,Port Wing,United States of America,46.47,-91.23
10327,Superior,United States of America,46.44,-92.40
10328,Duluth,United States of America,46.46,-92.60
10329,Two Harbors,United States of America,47.10,-91.39
10330,Grand Marais,United States of America,47.45,-90.20
10331,Washington Harbor,United States of America,47.55,-89.90
10332,Gaspe,Canada,48.50,-64.29
10333,Douglastown,Canada,48.46,-64.23
10334,Chandler,Canada,48.22,-64.40
10335,Dalhousie,Canada,48.40,-66.22
10336,Caraquet,Canada,47.48,-64.56
10337,Shippegan,Canada,47.45,-64.42
10338,Shediac,Canada,46.13,-64.33
10339,Alberton,Canada,46.48,-64.40
10340,Souris Harbour,Canada,46.21,-62.15
10341,Georgetown,Canada,46.11,-62.32
10342,Charlottetown,Canada,46.14,-63.80
10343,Summerside,Canada,46.24,-63.47
10344,Pictou,Canada,45.40,-62.43
10345,Port Hawkesbury,Canada,45.37,-61.22
10346,Port Hastings,Canada,45.39,-61.24
10347,Cheticamp,Canada,46.38,-61.00
10348,Whycocomagh,Canada,45.58,-61.80
10349,Grand Narrows,Canada,45.57,-60.47
10350,Little Bras D Or,Canada,46.15,-60.18
10351,North Sydney,Canada,46.13,-60.15
10352,Sydney,Canada,46.90,-60.12
10353,Louisburg,Canada,45.55,-59.58
10354,Arichat,Canada,45.31,-61.10
10355,Guysborough,Canada,45.24,-61.30
10356,Canso,Canada,45.20,-61.00
10357,Whitehaven Harbor,Canada,45.14,-61.11
10358,Goldsboro,Canada,45.11,-61.39
10359,Stormont,Canada,45.13,-61.43
10360,Sonora,Canada,45.40,-61.55
10361,Musquodoboit Harbour,Canada,44.47,-63.90
10362,Halifax,Canada,44.39,-63.35
10363,Sambro,Canada,44.28,-63.36
10364,Lunenburg,Canada,44.23,-64.19
10365,Liverpool (Brooklyn),Canada,44.20,-64.39
10366,Lockeport,Canada,43.42,-65.70
10367,Yarmouth,Canada,43.50,-66.70
10368,Digby,Canada,44.37,-65.46
10369,Annapolis Royal,Canada,44.45,-65.31
10370,Windsor,Canada,45.00,-64.90
10371,Canaport (St. John),Canada,45.12,-65.59
10372,St John,Canada,45.16,-66.30
10373,Port Bayside Nb,Canada,45.90,-67.80
10374,Eastport,United States of America,44.54,-66.59
10375,Lubec,United States of America,44.52,-66.59
10376,Machiasport,United States of America,44.42,-67.24
10377,Machias,United States of America,44.43,-67.28
10378,Jonesport,United States of America,44.32,-67.37
10379,Wyman,United States of America,44.31,-67.52
10380,Milbridge,United States of America,44.32,-67.53
10381,Corea,United States of America,44.24,-67.58
10382,Winter Harbor,United States of America,44.23,-68.50
10383,Sorrento,United States of America,44.28,-68.11
10384,Bar Harbor,United States of America,44.23,-68.12
10385,Northeast Harbor,United States of America,44.18,-68.17
10386,Southwest Harbor,United States of America,44.17,-68.19
10387,Mount Desert,United States of America,44.22,-68.20
10388,Frenchboro,United States of America,44.70,-68.22
10389,Minturn,United States of America,44.90,-68.27
10390,Swans Island,United States of America,44.80,-68.27
10391,Bass Harbor,United States of America,44.14,-68.21
10392,Ellsworth,United States of America,44.33,-68.25
10393,Brooklin,United States of America,44.16,-68.35
10394,Bucks Harbor,United States of America,44.20,-68.44
10395,Stonington,United States of America,44.90,-68.40
10396,Criehaven,United States of America,43.50,-68.53
10397,Matinicus,United States of America,43.52,-68.53
10398,Vinalhaven,United States of America,44.30,-68.50
10399,North Haven,United States of America,44.80,-68.52
10400,Castine,United States of America,44.23,-68.44
10401,Sandypoint,United States of America,44.31,-68.49
10402,Bucksport,United States of America,44.34,-68.47
10403,Winterport,United States of America,44.38,-68.51
10404,Bangor,United States of America,44.48,-68.46
10405,Searsport,United States of America,44.27,-68.55
10406,Belfast,United States of America,44.25,-69.00
10407,Camden,United States of America,44.13,-69.40
10408,Rockport,United States of America,44.11,-69.40
10409,Rockland,United States of America,44.60,-69.60
10410,Monhegan,United States of America,43.46,-69.19
10411,Port Clyde,United States of America,43.55,-69.15
10412,Thomaston,United States of America,44.40,-69.11
10413,Friendship,United States of America,43.58,-69.20
10414,New Harbor,United States of America,43.52,-69.29
10415,Pemaquid Beach,United States of America,43.52,-69.32
10416,South Bristol,United States of America,43.52,-69.33
10417,Boothbay Harbor,United States of America,43.52,-69.35
10418,Robinhood,United States of America,43.51,-69.44
10419,Bath,United States of America,43.55,-69.49
10420,Gardiner,United States of America,44.14,-69.46
10421,Augusta,United States of America,44.19,-69.46
10422,Cundy Harbor,United States of America,43.47,-69.54
10423,South Harpswell,United States of America,43.44,-70.10
10424,Portland,United States of America,43.40,-70.15
10425,Saco,United States of America,43.30,-70.27
10426,Kennebunkport,United States of America,43.22,-70.28
10427,Portsmouth,United States of America,43.50,-70.45
10428,Newburyport,United States of America,42.49,-70.52
10429,Rockport,United States of America,42.40,-70.37
10430,Gloucester,United States of America,42.36,-70.40
10431,Beverly,United States of America,42.32,-70.53
10432,Salem,United States of America,42.31,-70.53
10433,Marblehead,United States of America,42.30,-70.51
10434,Lynn,United States of America,42.27,-70.57
10435,Boston,United States of America,42.21,-71.30
10436,Quincy,United States of America,42.15,-70.58
10437,Scituate,United States of America,42.12,-70.43
10438,Plymouth,United States of America,41.57,-70.40
10439,Provincetown,United States of America,42.30,-70.11
10440,Hyannis,United States of America,41.39,-70.17
10441,Hyannis Port,United States of America,41.38,-70.18
10442,Falmouth,United States of America,41.33,-70.37
10443,Nantucket,United States of America,41.17,-70.60
10444,Edgartown,United States of America,41.23,-70.30
10445,Vineyard Haven,United States of America,41.27,-70.36
10446,Woods Hole,United States of America,41.31,-70.40
10447,New Bedford,United States of America,41.38,-70.55
10448,Newport,United States of America,41.30,-71.20
10449,Fall River,United States of America,41.42,-71.10
10450,Tiverton,United States of America,41.38,-71.13
10451,Bristol,United States of America,41.40,-71.16
10452,Providence,United States of America,41.48,-71.24
10453,Quonset Point,United States of America,41.35,-71.24
10454,Davisville Depot,United States of America,41.37,-71.24
10455,Montauk Harbor,United States of America,41.40,-71.56
10456,Greenport,United States of America,41.60,-72.22
10457,Stonington,United States of America,41.20,-71.54
10458,Noank,United States of America,41.19,-71.59
10459,Mystic,United States of America,41.21,-71.58
10460,New London,United States of America,41.21,-72.50
10461,Norwich,United States of America,41.31,-72.50
10462,Essex,United States of America,41.21,-72.23
10463,New Haven,United States of America,41.14,-72.55
10464,Port Jefferson,United States of America,40.57,-73.50
10465,Bridgeport,United States of America,41.10,-73.11
10466,Southport,United States of America,41.80,-73.17
10467,Norwalk,United States of America,41.60,-73.25
10468,Stamford,United States of America,41.20,-73.33
10469,Greenwich,United States of America,41.10,-73.37
10470,Port Chester,United States of America,41.00,-73.40
10471,City Island,United States of America,40.51,-73.47
10472,Brooklyn,United States of America,40.40,-74.10
10473,New York City,United States of America,40.42,-74.10
10474,Patchogue,United States of America,40.45,-73.10
10475,Yonkers,United States of America,40.56,-73.54
10476,Newburgh,United States of America,41.30,-74.00
10477,Poughkeepsie,United States of America,41.42,-73.57
10478,Kingston,United States of America,41.56,-73.58
10479,Catskill,United States of America,42.13,-73.51
10480,Albany,United States of America,42.39,-73.45
10481,Rensselaer,United States of America,42.39,-73.45
10482,Troy,United States of America,42.44,-73.42
10483,Edgewater,United States of America,40.49,-73.59
10484,Weehawken,United States of America,40.46,-74.10
10485,Hoboken,United States of America,40.45,-74.10
10486,Jersey City,United States of America,40.43,-74.20
10487,Bayonne,United States of America,40.41,-74.60
10488,Newark,United States of America,40.42,-74.90
10489,Elizabethport,United States of America,40.39,-74.11
10490,Stapleton Si,United States of America,40.38,-74.40
10491,Tompkinsville Si,United States of America,40.38,-74.40
10492,Port Richmond Si,United States of America,40.39,-74.80
10493,Mariners Harbor Si,United States of America,40.38,-74.10
10494,Gulfport Si,United States of America,40.38,-74.12
10495,Port Socony,United States of America,40.33,-74.15
10496,Bayway,United States of America,40.38,-74.12
10497,Grasselli,United States of America,40.37,-74.12
10498,Carteret,United States of America,40.35,-74.13
10499,Chrome,United States of America,40.34,-74.13
10500,Port Reading,United States of America,40.34,-74.14
10501,Sewaren,United States of America,40.33,-74.15
10502,Maurer,United States of America,40.32,-74.15
10503,Perth Amboy,United States of America,40.30,-74.16
10504,Sayreville,United States of America,40.28,-74.22
10505,South Amboy,United States of America,40.29,-74.16
10506,Leonardo,United States of America,40.26,-74.40
10507,Barnegat,United States of America,39.46,-74.60
10508,Atlantic City,United States of America,39.22,-74.25
10509,Salem Nj,United States of America,39.40,-75.29
10510,New Castle,United States of America,39.39,-75.34
10511,Deepwater Point,United States of America,39.42,-75.31
10512,Wilmington,United States of America,39.44,-75.33
10513,Marcus Hook,United States of America,39.49,-75.25
10514,Chester,United States of America,39.51,-75.21
10515,Philadelphia,United States of America,39.57,-75.80
10516,Paulsboro,United States of America,39.51,-75.15
10517,Gloucester,United States of America,39.54,-75.80
10518,Camden,United States of America,39.57,-75.80
10519,Burlington,United States of America,40.50,-74.52
10520,Bristol,United States of America,40.60,-74.51
10521,Trenton,United States of America,40.12,-74.46
10522,Ocean City,United States of America,38.20,-75.50
10523,Cape Charles,United States of America,37.16,-76.10
10524,Salisbury,United States of America,38.22,-75.36
10525,Havre De Grace,United States of America,39.32,-76.50
10526,Baltimore,United States of America,39.16,-76.35
10527,Annapolis,United States of America,38.59,-76.29
10528,Solomons Island,United States of America,38.19,-76.27
10529,Washington D.C.,United States of America,38.52,-77.20
10530,Alexandria,United States of America,38.48,-77.20
10531,Piney Point,United States of America,38.80,-76.32
10532,Yorktown,United States of America,37.14,-76.30
10533,West Point,United States of America,37.32,-76.48
10534,Fredericksburg,United States of America,38.18,-77.27
10535,Norfolk,United States of America,36.51,-76.18
10536,Portsmouth,United States of America,36.49,-76.18
10537,Newport News,United States of America,36.58,-76.26
10538,Warwick,United States of America,37.27,-77.25
10539,Richmond,United States of America,37.32,-77.25
10540,Elizabeth City,United States of America,36.18,-76.13
10541,Hertford,United States of America,36.11,-76.28
10542,Edenton,United States of America,36.30,-76.37
10543,Plymouth,United States of America,35.52,-76.45
10544,Columbia,United States of America,35.55,-76.15
10545,Belhaven,United States of America,35.37,-76.37
10546,Washington,United States of America,35.33,-77.30
10547,Bayboro,United States of America,35.90,-76.46
10548,New Bern,United States of America,35.60,-77.30
10549,Beaufort,United States of America,34.43,-76.40
10550,Morehead City,United States of America,34.43,-76.42
10551,Swansboro,United States of America,34.41,-77.80
10552,Wrightsville,United States of America,34.13,-77.49
10553,Wilmington,United States of America,34.14,-77.57
10554,Southport,United States of America,33.55,-78.10
10555,Georgetown,United States of America,33.22,-79.17
10556,Charleston,United States of America,32.47,-79.55
10557,Port Royal,United States of America,32.22,-80.41
10558,Beaufort,United States of America,32.26,-80.40
10559,Savannah,United States of America,32.50,-81.50
10560,Darien,United States of America,31.22,-81.26
10561,Brunswick,United States of America,31.90,-81.30
10562,Fernandina Beach,United States of America,30.41,-81.28
10563,Mayport,United States of America,30.24,-81.26
10564,Jacksonville,United States of America,30.19,-81.39
10565,St Augustine,United States of America,29.54,-81.19
10566,Canaveral Harbor,United States of America,28.42,-80.37
10567,Fort Pierce,United States of America,27.28,-80.19
10568,Palm Beach,United States of America,26.46,-80.30
10569,Port Everglades,United States of America,26.60,-80.70
10570,Miami,United States of America,25.47,-80.11
10571,Key West,United States of America,24.33,-81.49
10572,Boca Grande,United States of America,26.42,-82.20
10573,Port Manatee,United States of America,27.38,-82.34
10574,Tampa,United States of America,27.55,-82.27
10575,St Petersburg,United States of America,27.46,-82.37
10576,Tarpon Springs,United States of America,28.90,-82.46
10577,Carrabelle,United States of America,29.51,-84.40
10578,Apalachicola,United States of America,29.43,-84.59
10579,Port St Joe,United States of America,29.49,-85.19
10580,Panama City,United States of America,30.80,-85.39
10581,Pensacola,United States of America,30.24,-87.13
10582,Mobile,United States of America,30.41,-88.70
10583,Pascagoula,United States of America,30.21,-88.34
10584,Biloxi,United States of America,30.23,-88.53
10585,Gulfport,United States of America,30.21,-89.50
10586,Slidell,United States of America,30.16,-89.47
10587,Madisonville,United States of America,30.24,-90.90
10588,Southwest Pass,United States of America,28.27,-90.42
10589,Port Sulphur,United States of America,29.29,-89.41
10590,Gretna,United States of America,29.55,-90.40
10591,New Orleans,United States of America,29.57,-90.30
10592,Port Of Memphis,United States of America,35.40,-90.10
10593,Tri-City Port,United States of America,38.43,-90.12
10594,St. James,United States of America,29.59,-90.56
10595,Convent,United States of America,30.10,-90.50
10596,St Rose,United States of America,29.57,-90.19
10597,Reserve,United States of America,30.30,-90.33
10598,Destrehan,United States of America,29.57,-90.22
10599,Baton Rouge,United States of America,30.27,-91.11
10600,Loop Terminal,United States of America,28.53,-90.10
10601,Grand Isle,United States of America,29.14,-90.00
10602,Morgan City,United States of America,29.42,-91.13
10603,Haymark Terminal,United States of America,30.80,-93.19
