portNo,portName
12796,Khawr Al Zubair Lng Terminal
12797,Khorramshahr
12798,Abadan
12799,Khosrowabad
12800,Bandar-E Mahshahr
12801,Bandar Khomeyni
12802,Barkan Oil-Loading Terminal
12803,Kharg Island Oil Terminal
12804,Sirus Oil Terminal
12805,Bushehr
12806,Bandar-E Pars Terminal
12807,Jazireh-Ye Lavan Oil Terminal
12808,Bandar-E Shahid Reajie
12809,Bandar Abbas
12810,Jazireh-Ye Hormoz
12811,Bandar Taheri Offshore Termi 
12812,Jazireh-Ye Sirri
12813,Jask
12814,Chah Bahar
12815,Gwadar
12816,Karachi
12817,Muhamamad Bin Qasim
12818,Sikka
12819,Vadinar Terminal
12820,Mundra
12821,Mandvi
12822,Kandla
12823,Navlakhi
12824,Bedi
12825,Okha
12826,Dahej
12827,Porbandar
12828,Veraval
12829,Pipavav Bandar
12830,Bhavnagar
12831,Magdalla
12832,Hazira
12833,Mumbai (Bombay)
12834,Jawaharlal Nehru Port (Nhav
12835,Ratnagiri
12836,Panaji
12837,Marmagao
12838,Karwar
12839,Belekeri
12840,New Mangalore
12841,Azhikal (Azhikkal)
12842,Calicut (Kozhikode)
12843,Beypore
12844,Kochi (Cochin)
12845,Quilon (Kollam)
12846,Trivandrum
12847,Kolachel
12848,Male
12849,Colombo
12850,Galle Harbor
12851,Trincomalee Harbor
12852,Kankesanturai
12853,Tuticorin
12854,Nagappattinam
12855,Karaikal Port
12856,Cuddalore
12857,Pondicherry
12858,Chennai (Madras)
12859,Kamarajar Port
12860,Machilipatnam
12861,Kakinada Bay
12862,Vishakhapatnam
12863,Paradip
12864,Haldia Port
12865,Calcutta
12866,Mongla
12867,Chittagong
12868,Sittwe
12869,Bassein
12870,Rangoon
12871,Moulmein Harbor
12872,Yetagun Marine Terminal
12873,Mergui
12874,Port Blair
12875,Phuket
12876,Krabi
12877,Kantang Harbor
12878,Bang Saphan
12879,Khanom
12880,Pelabuhan Bass
12881,Sapangar Bay
12882,Pulau Pinang
12883,Malong Marine Terminal
12884,Lumut
12885,Teluk Anson
12886,Port Klang
12887,Port Dickson
12888,Pelabuhan Sungai Udang
12889,Melaka
12890,Muar
12891,Johor
12892,Serangoon Harbor
12893,Keppel
12894,Pulau Bukom
12895,Pulau Sebarok
12896,Jurong Island
12897,Tanjunguban
12898,Tanjungpinang
12899,Kijang
12900,Sekupang
12901,Pulau Sambu
12902,Lalang Marine Terminal
12903,Dabo
12904,Toboali
12905,Muntok
12906,Blinyu
12907,Pangkalpinang
12908,Ramba
12909,Tanjungpandan
12910,Sungaigerong
12911,Palembang
12912,Ardjuna Oil Field
12913,Cinta Oil Terminal
12914,Panjang
12915,Bengkulu
12916,Pulau Baai
12917,Teluk Bayur
12918,Sibolga
12919,Tanjung Balai Karimun
12920,Jabung Batanghari Marine Ter 
12921,Kuala Tanjung
12922,Uleelheue
12923,Sabang
12924,Blanglancang
12925,Blanglancang
12926,Pangkalansusu
12927,Belawan
12928,Kuala Kapus
12929,Dumai
12930,Bengkalis
12931,Sungaipakning
12932,Flying Fish Cove
12933,Merak Mas Terminal
12934,Banten
12935,Anyer Lor
12936,Tanjung Gerem
12937,Tanjung Sekong
12938,Jakarta
12939,Poleng Oil Field
12940,Cirebon
12941,Tegal
12942,Pekalongan
12943,Semarang
12944,Rembang
12945,Tuban
12946,Gresik
12947,Surabaya
12948,Probolinggo
12949,Panarukan
12950,Celukan Bawang
12951,Cilacap
12952,Tanjung Benete
12953,Benoa
12954,Ampenan
12955,Labuhanhaji
12956,Maumere
12957,Larantuka
12958,Ende
12959,Waingapu
12960,Kupang
12961,Dili
12962,Belida Marine Terminal
12963,Tarempah
12964,Belanak Field Terminal
12965,Udang Oilfield
12966,Widuri Marine Terminal
12967,Kuching
12968,Bintangor
12969,Sibu
12970,Sarikei
12971,Tg. Mani
12972,Bintulu Port
12973,Tawa
12974,Tanjung Pelepas
12975,Miri
12976,Lutong
12977,Muara Harbor
12978,Bandar Seri Begawan
12979,Lumut
12980,Seria Oil Loading Terminal
12981,Kuala Belait
12982,Victoria
12983,Kota Kinabalu
12984,Kudat
12985,Pelabuhan Sandakan
12986,Lahad Datu
12987,Bakapit
12988,Mostyn
12989,Tanjung Arang  (Bunyu)
12990,Lingkas
12991,Tanjungredeb
12992,Tanjung Sangata
12993,Benoa
12994,Bontang Lng Terminal
12995,Tanjung Santan
12996,Samarinda
12997,Senipah Oil Terminal
12998,Balikpapan
12999,Lawi Lawi Oil Terminal
13000,Gunung Batu Besar
13001,North Pulau Laut Coal Termin
13002,Kota Baru
13003,Tanah Merah
13004,Stagen
13005,Banjarmasin
13006,Sampit
13007,Kumai
13008,Pontianak
13009,Manado
13010,Bitung
13011,Gorontalo
13012,Poso
13013,Luwuk
13014,Kolonodale
13015,Mangkasa Oil Terminal
13016,Kendari
13017,Baubau
13018,Raha Roadstead
13019,Pomalaa
13020,Parepare
13021,Ujung Pandang
13022,Donggala
13023,Tahuna
13024,Teluk Beo
13025,Ternate
13026,Labuha
13027,Patani
13028,Wahai
13029,Bula
13030,Salawati
13031,Ambon
13032,Namlea
13033,Saumlaki
13034,Serui
13035,Miei
13036,Manokwari Road
13037,Tg. Sorong
13038,Kasim Terminal
13039,Sailolof
13040,Fakfak
13041,Amamapare
13042,Merauke
13043,Jayapura
13044,Kumul
13045,Daru
13046,Port Moresby
13047,Alotoa
13048,Samarai
13049,Suloga Harbor
13050,Discovery Bay
13051,Oro Bay
13052,Lae
13053,Madang
13054,Vanimo
13055,Thursday Island
13056,Cape Flattery Harbor
13057,Cairns
13058,Mourilyan Harbour
13059,Lucinda
13060,Townsville
13061,Mackay
13062,Hay Point
13063,Port Alma
13064,Gladstone
13065,Bundaberg
13066,Brisbane
13067,Ballina
13068,Newcastle
13069,Sydney
13070,Botany Bay
13071,Port Kembla
13072,Jervis Bay
13073,Batemans Bay
13074,Eden
13075,Welshpool
13076,Western Port
13077,Melbourne
13078,Geelong
13079,Warrnambool
13080,Portland
13081,Kingscote
13082,Klein Point
13083,Port Adelaide
13084,Ardrossan
13085,Port Giles
13086,Wallaroo
13087,Port Pirie
13088,Whyalla
13089,Port Bonython
13090,Port Lincoln
13091,Thevenard
13092,Esperance
13093,Albany
13094,Bunbury
13095,Fremantle
13096,Geraldton
13097,Useless Loop
13098,Cape Cuvier
13099,Point Murat
13100,Onslow
13101,Port Walcott
13102,Dampier
13103,Port Hedland
13104,Broome
13105,Wyndham
13106,Darwin
13107,Milner Bay
13108,Weipa
13109,Gove
13110,Karumba
13111,Hobart
13112,Port Huon
13113,Dover
13114,Stanley
13115,Port Latta
13116,Burnie
13117,Devonport
13118,Port Dalrymple
13119,Beauty Point
13120,Launceston
13121,Whangaroa
13122,Opua
13123,Whangarei
13124,Auckland
13125,Tauranga
13126,Gisborne
13127,Napier
13128,Wellington
13129,Wanganui
13130,New Plymouth
13131,Manukau Harbor
13132,Collingwood
13133,Tarakohe
13134,Nelson
13135,Picton
13136,Port Lyttelton
13137,Akaroa
13138,Timaru
13139,Otago Harbor
13140,Bluff Harbor
13141,Greymouth
13142,Westport
13143,Kingston
13144,Lautoka Harbor
13145,Suva Harbor
13146,Levuka
13147,Malai
13148,Savusavu Bay
13149,Nuku Alofa
13150,Pangai
13151,Neiafu
13152,Funafuti Atoll
13153,Mata-Utu
13154,Apia
13155,Pago Pago Harbor
13156,Alofi
13157,Avatiu
13158,Vaitape
13159,Uturoa
13160,Papeete
13161,Port Rikitea
13162,Atuona
13163,Baie Taiohae
13164,Canton Island
13165,English Harbor
13166,Honokaa
13167,Hilo
13168,Honuapo
13169,Milolii
13170,Kauhako Bay
13171,Napoopoo
13172,Kailua
13173,Kiholo
13174,Kawaihae
13175,Mahukona
13176,Kahului
13177,Hana
13178,Lahaina
13179,Kaumalapau Harbor
13180,Pukoo
13181,Kamalo
13182,Kaunakakai
13183,Barbers Point Terminal
13184,Barber'S Point
13185,Honolulu
13186,Port Allen
13187,Nawiliwili Bay
13188,Ahukini Landing
13189,Nonopapa
13190,Tern Island
13191,Johnston Atoll
13192,Midway Island
13193,Wake Island
13194,Enitwetak Island
13195,Kwajalein
13196,Majuro Atoll
13197,Tarawa Atoll
13198,Nauru
13199,Saipan
13200,Tinian
13201,Rota
13202,Apra Harbor
13203,Lele Harbor
13204,Pohnpei Harbor
13205,Moen
13206,Colonia
13207,Malakal Harbor
13208,Longan Island
13209,Lorengau
13210,Wewak Harbor
13211,Hamburg Harbor
13212,Kavieng Harbor
13213,Rabaul
13214,Kokopo
13215,Kimbe
13216,Bialla
13217,Kieta
13218,Queen Carola Harbor
13219,Gizo Harbor
13220,Port Noro
13221,Ringgi Cove
13222,Yandina
13223,Tulaghi
13224,Honiara
13225,Luganville
13226,Port Vila
13227,Forari Bay
13228,Baie De Kouaoua
13229,Noumea
13230,Baie Ugue
13231,Kuantan New Port
13232,Kemaman Harbor
13233,Kirteh Oil Terminal
13234,Kuala Trengganu
13235,Tapis Marine Terminal A
13236,Port Langkawi
13237,Bongkot Terminal
13238,Tantawan Marine Terminal
13239,Pattani
13240,Benchamas Terminal
13241,Map Ta Phut
13242,Songkhla Harbor
13243,Erawan Terminal
13244,Rayong Tpi Terminal
13245,Sattahip
13246,Bangkok
13247,Si Racha
13248,Si Racha Terminal
13249,Siam Seaport
13250,Laem Chabang
13251,Ko Si Chang Terminal
13252,Petchburi Terminal
13253,Kampong Saom
13254,Phsar Ream
13255,Duong Dong
13256,Vung Tau
13257,Phu My
13258,Cat Lai
13259,Thanh Ho Chi Minh
13260,Vinh Cam Ranh
13261,Nha Trang
13262,Qui Nhon
13263,Dai Hang
13264,Da Nang
13265,Mui Vung Tau
13266,Thanh Hoa
13267,Nghe Tinh
13268,Hai Phong
13269,Hon Gai
13270,Cam Pha
13271,Fang-Cheng
13272,Beihai
13273,Haikou
13274,Basuo
13275,Zhanjiang
13276,Lon Shui Terminal
13277,Shekou
13278,Macau
13279,Sanya
13280,Yangpu
13281,Chiwan
13282,Shui Dong
13283,Qinzhou
13284,Zhuhai
13285,Huangpu
13286,Huangpuxingang
13287,Guangzhou
13288,Hong Kong
13289,Yantian
13290,Huizhou
13291,Shan T Ou
13292,Chaozhou
13293,Dongshan
13294,Xiamen
13295,Zhangzhou
13296,Quanzhou
13297,Xiuyu
13298,Chi-Lung
13299,Su-Ao
13300,Hua-Lien Kang
13301,Kao-Hsiung
13302,Tan-Shui
13303,Peng-Hu Kang
13304,Mailiao
13305,Tai-Chung Kang
13306,Basco
13307,Claveria
13308,Port San Vicente
13309,Aparri
13310,Hondagua
13311,Jose Panganiban
13312,Virac
13313,Tabaco
13314,Legazpi Port
13315,Sorsogon
13316,Santa Cruz (Marinduque Isl)
13317,Batangas City
13318,Nasugbu
13319,Manila
13320,Mariveles
13321,Subic Bay
13322,Masinloc
13323,San Fernando Harbor
13324,Calapan
13325,Port Romblon
13326,Masbate
13327,Laoang
13328,Port Borongan
13329,Guiuan
13330,Catbalogan
13331,Tacloban
13332,Tanauan
13333,Maasin
13334,Baybay
13335,Ormoc
13336,Isabel
13337,Palompon
13338,Tagbilaran
13339,Tubigan
13340,Cebu
13341,Toledo
13342,San Carlos
13343,Bais
13344,Dumaguete
13345,Lazi
13346,Pulupandan
13347,Port Capiz
13348,Jordan
13349,Iloilo
13350,Puerto Princesa
13351,Surigao City
13352,Masao
13353,Nasipit Port
13354,Hinatuan
13355,Mangagoy
13356,Mati
13357,Davao
13358,Gingoog
13359,General Santos
13360,Polloc (Cotabato)
13361,Pagadian
13362,Margosatubig
13363,Santa Clara
13364,Zamboanga
13365,Jimenez
13366,Port Ozamis
13367,Iligan
13368,Cagayan De Oro
13369,Bugo
13370,Villanueva
13371,Butuan City
13372,Basilian City (Isabela)
13373,Port Holland
13374,Jolo
13375,Siasi
13376,Fuzhou
13377,Wenzhou
13378,Haimen
13379,Ningbo
13380,Zhen Hai
13381,Zhoushan
13382,Zhapu
13383,Shanghai
13384,Changshu
13385,Taicang
13386,Jiangyin
13387,Changzhou
13388,Gaogang
13389,Yangzhou
13390,Zhangjiangang
13391,Nantong
13392,Zhenjiang
13393,Nanjing
13394,Wu Hu
13395,Ankingcheng
13396,Hankow
13397,Wanxian
13398,Chung Ching
13399,Lanshan
13400,Lianyungang
13401,Rizhao
13402,Qingdao Gang
13403,Weihai
13404,Yantai
13405,Penglai
13406,Longkou Gang
13407,Dagu Tanggu
13408,Tianjin Xin Gang
13409,Tangshan (Jingtang)
13410,Qinhuangdao
13411,Suizhang Gang
13412,Huludao Gang
13413,Jinzhou Wan
13414,Yingkou
13415,Bayuquan
13416,Dandong
13417,Lushun
13418,Dalian
13419,Nampo
13420,Kyomip'O
13421,Haeju Hang
13422,Inchon
13423,Daesan Hang
13424,Pyeongtaek Hang
13425,Kunsan
13426,Mokpo
13427,Cheju Hang
13428,Yosu
13429,Gwangyang Hang
13430,Masan
13431,Chinae
13432,Busan
13433,Ulsan
13434,Pohang
13435,Mukho
13436,Tonghae
13437,Sokch'O Hang
13438,Wonsan
13439,Hungnam
13440,Ch'Aho
13441,Kimch'Aek
13442,Ch'Ongjin
13443,Najin
13444,Senbong
13445,Pos'Yet
13446,Zarubino
13447,Vladivostok
13448,Bukhta Gaydamak
13449,Vostochnyy
13450,Nakhodka
13451,Sovetskaya Gavan
13452,Bukhta Vanino
13453,De Kastri
13454,Nikolayevsk Na Amur
13455,Okha
13456,Vitaz Marine Terminal
13457,Poronaysk
13458,Korsakov
13459,Nevelsk
13460,Kholmsk
13461,Uglegorsk
13462,Shakhtersk
13463,Lesogorsk
13464,Mys Rogatyy Oktyabrskiy
13465,Aleksandrovsk -Sakhalinskiy
13466,Lazarev
13467,Moskal Vo
13468,Shakotan
13469,Mombetsu Ko
13470,Abashiri Ko
13471,Nemuro Ko
13472,Hanasaki Ko
13473,Kushiro Ko
13474,Tomakomai Ko
13475,Muroran Ko
13476,Tokachi
13477,Mori
13478,Hakodate Ko
13479,Esasi Ko
13480,Otaru Ko
13481,Isikari Wan
13482,Ishikari Bay New Port
13483,Rumoi Ko
13484,Wakkanai
13485,Aomori Ko
13486,Noshiro Ko
13487,Hachinohe Ko
13488,Miyako
13489,Kamaishi Ko
13490,Ofunato
13491,Kesennuma Ko
13492,Onagawa
13493,Ishinomaki Ko
13494,Sendai-Shiogama
13495,Soma
13496,Onahama Ko
13497,Hitachi
13498,Kashima Ko
13499,Choshi
13500,Tateyama Ko
13501,Kisarazu Ko
13502,Chiba Ko
13503,Katsunan Ko
13504,Funabashi
13505,Tokyo Ko
13506,Kawasaki Ko
13507,Yokohama Ko
13508,Yokosuka Ko
13509,Uraga Ko
13510,Tagonoura Ko
13511,Atsumi
13512,Shimoda Ko
13513,Omaezaki Ko
13514,Shimizu Ko
13515,Mikawa
13516,Kinuura Ko
13517,Gamagori Ko
13518,Nagoya Ko
13519,Yokkaichi
13520,Matsusaka
13521,Toba
13522,Owase Ko
13523,Tanabe Ko
13524,Yura
13525,Wakayama-Shimotsu Ko
13526,Sakai-Senboku
13527,Osaka
13528,Amagasaki
13529,Kobe
13530,Hirohata
13531,Shikama
13532,Himeji
13533,Higashi-Harima
13534,Aioi
13535,O0Kihama
13536,Kakogawa
13537,Uno Ko
13538,Hibi Ko
13539,Mizushima Ko
13540,Fukuyama
13541,Habu Ko
13542,Onomichi-Itozaki
13543,Kure
13544,Mitsukojima
13545,Hiroshima
13546,Kanokawa Ko
13547,Iwakuni Ko
13548,Namikata
13549,Kudamatsu
13550,Tokuyama
13551,Ube Ko
13552,Hikari
13553,Shimonoseki
13554,Hagi Ko
13555,Hamada Ko
13556,Sakai Ko
13557,Sakaiminato
13558,Miyazu
13559,Maizuru Ko
13560,Uchiura
13561,Fukui
13562,Tsuruga Ko
13563,Fukui Ko
13564,Kanazawa
13565,Nanao Ko
13566,Fushiki-Toyama
13567,Shimminato
13568,Himekawa
13569,Naoetsu Ko
13570,Kashiwazaki
13571,Niigata Ko
13572,Eastern Part Of Niigata-Ko
13573,Ryotu Ko
13574,Sakata Ko
13575,Akita-Funakawa Ko
13576,Mega
13577,Hannan Ko
13578,Takamatsu
13579,Komatsushima
13580,Tachibana
13581,Shingu
13582,Kochi Ko
13583,Susaki Ko
13584,Uwajima Ko
13585,Yawatahama
13586,Matsuyama
13587,Kikuma Ko
13588,Muturezima Ko
13589,Imabari Ko
13590,Takuma
13591,Tonda
13592,Onoda
13593,Niihama
13594,Mishima-Kawanoe Ko
13595,Marugame Ko
13596,Sakaide Ko
13597,Yanai
13598,Tobata
13599,Hibikinada
13600,Wakamatsu Ko
13601,Yahata
13602,Kokura Ko
13603,Moji Ko
13604,Kanda
13605,Beppu
13606,Oita Ko
13607,Saganoseki Ko
13608,Tsukumi Ko
13609,Saiki Ko
13610,Hososhima Ko
13611,Kagoshima Ko
13612,Shibushi Wan
13613,Kiire
13614,Minamata Ko
13615,Yatsushiro Ko
13616,Misumi Ko
13617,Miike Ko
13618,Matsu-Shima
13619,Aokata
13620,Nagasaki
13621,Sasebo
13622,Imari
13623,Karatsu
13624,Hakata
13625,Izuhara
13626,Kin Wan
13627,Nishihara
13628,Naha Ko
13629,Nakagusuku
13630,Hirara Ko
13631,Ishigaki
13632,Slavyanka
13633,Okhotsk Iy Reyd
13634,Bukhta Nagayeva (Magadan)
13635,Petropavlovsk
13636,Nikol Skoye
13637,Port Beringovsky
13638,Provideniya
13639,Ambarchik
13640,Tiksi
13641,Pevek
13642,Port Dikson
13643,Ust-Port
13644,Dudinka
13645,Igarka
13646,Mys Novyy Port
13647,Nar Yan-Mar
13648,Mezen
13649,Arkhangels'K
13650,Severodvinsk
13651,Onega
13652,Belomorsk
13653,Rabocheostrovsk
13654,Keret
13655,Kovda
13656,Kandalaksha
13657,Vitino
13658,Bolshaya Piryu Guba
13659,Ostrovnoy Gremikha
13660,Murmansk
13661,Mys Abram
13662,Ellefsen Harbor
13663,Scotia Bay
13664,Admiralty Bay
13665,Port Foster
13666,Port Lockroy
13667,Melchior Harbor
13668,Andersen Harbor
13669,Mcmurdo Station
13670,Bishop Rock
13671,Cape Leeuwin
13672,Cape of Good Hope
13673,Fastnet Rock
13674,Grand Banks South
13675,Honshu
13676,Ile d’Ouessant
13677,Inishtrahull
13678,Montreal
13679,Nord-Ostsee-Kanal
13680,Panama
13681,Pentland Firth
13682,Port Said
13683,Punta Arenas
13684,Selat Lombok
13685,Selat Sunda
13686,Selat Wetar
13687,Singapore
13688,Skagens Odde
13689,Strait of Gibraltar
13690,Straits of Florida
13691,Torres Strait
13692,Tsugaru-Kaikyo
13693,Wilson Promontory
13694,Yucatan Channel
13695,Osumi-kaikyo
