Port Number,Port Name,Country,Latitude,Longitude,DD Lat,DD Long
11259,Hood Bay,US,57.24 N,134.30 W,57.24,-134.3
11260,Hawk Inlet,US,58.7N,134.45 W,58.7,-134.45
11261,Funter,US,58.15 N,134.54 W,58.15,-134.54
11262,Dupont,US,58.14 N,134.16 W,58.14,-134.16
11263,Juneau,US,58.18 N,134.25 W,58.18,-134.25
11264,Port Chilkoot,US,59.14 N,135.26 W,59.14,-135.26
11265,Haines,US,59.14 N,135.26 W,59.14,-135.26
11266,Tanani Point,US,59.17 N,135.27 W,59.17,-135.27
11267,Skagway,US,59.27 N,135.20 W,59.27,-135.2
11268,Letnikof Cove,US,59.11 N,135.24 W,59.11,-135.24
11269,Excursion Inlet,US,58.25 N,135.27 W,58.25,-135.27
11270,Yakutat,US,59.33 N,139.44 W,59.33,-139.44
11271,Katalla,US,60.12 N,144.32 W,60.12,-144.32
11272,Orca,US,60.35 N,145.43 W,60.35,-145.43
11273,Cordova,US,60.33 N,145.46 W,60.33,-145.46
11274,Shepard Point,US,60.38 N,145.40 W,60.38,-145.4
11275,Swanport,US,61.5N,146.24 W,61.5,-146.24
11276,Valdez,US,61.7N,146.15 W,61.7,-146.15
11277,Whittier,US,60.50 N,148.40 W,60.5,-148.4
11278,Crab Bay,US,60.4N,148.0W,60.4,-148
11279,Port Ashton,US,60.4N,148.3W,60.4,-148.3
11280,San Juan Cannery,US,60.3N,148.4W,60.3,-148.4
11281,Latouche,US,60.3N,148.4W,60.3,-148.4
11282,Seward,US,60.6N,149.26 W,60.6,-149.26
11283,Port Graham,US,59.21 N,151.49 W,59.21,-151.49
11284,Seldovia,US,59.26 N,151.44 W,59.26,-151.44
11285,Homer,US,59.36 N,151.25 W,59.36,-151.25
11286,Coal Point,US,59.36 N,151.25 W,59.36,-151.25
11287,Ninilchik,US,60.3N,151.41 W,60.3,-151.41
11288,Kenai,US,60.33 N,151.16 W,60.33,-151.16
11289,Nikiski,US,60.41 N,151.24 W,60.41,-151.24
11290,Anchorage,US,61.13 N,149.54 W,61.13,-149.54
11291,Drift River,US,60.33 N,152.8W,60.33,-152.8
11292,Snug Harbor,US,60.6N,152.35 W,60.6,-152.35
11293,Ouzinkie,US,57.55 N,152.30 W,57.55,-152.3
11294,Kodiak,US,57.47 N,152.24 W,57.47,-152.24
11295,Womens Bay,US,57.43 N,152.31 W,57.43,-152.31
11296,Port Hobron,US,57.10 N,153.10 W,57.1,-153.1
11297,Mccord,US,57.9N,153.12 W,57.9,-153.12
11298,Three Saints Bay,US,57.7N,153.30 W,57.7,-153.3
11299,Trap Point,US,57.0N,154.9W,57,-154.9
11300,Lazy Bay,US,56.54 N,154.15 W,56.54,-154.15
11301,Karluk,US,57.34 N,154.27 W,57.34,-154.27
11302,Uyak,US,57.38 N,154.0W,57.38,-154
11303,Larsen Bay,US,57.32 N,153.59 W,57.32,-153.59
11304,Port Obrien,US,57.44 N,153.19 W,57.44,-153.19
11305,Dry Spruce Bay,US,57.56 N,153.2W,57.56,-153.2
11306,Port Vita,US,58.4N,153.4W,58.4,-153.4
11307,Bear Island,US,58.27 N,152.41 W,58.27,-152.41
11308,Hogg Island,US,58.28 N,152.41 W,58.28,-152.41
11309,Port William,US,58.29 N,152.35 W,58.29,-152.35
11310,Kanatak,US,57.34 N,156.2W,57.34,-156.2
11311,Chignik,US,56.18 N,158.24 W,56.18,-158.24
11312,Ivanof Bay,US,55.48 N,159.28 W,55.48,-159.28
11313,Sand Point,US,55.20 N,160.32 W,55.2,-160.32
11314,Baralof Bay,US,55.14 N,160.32 W,55.14,-160.32
11315,Unga,US,55.11 N,160.30 W,55.11,-160.3
11316,Belkofski,US,55.5N,162.2W,55.5,-162.2
11317,King Cove,US,55.3N,162.19 W,55.3,-162.19
11318,Cold Bay,US,55.12 N,162.42 W,55.12,-162.42
11319,Sanak,US,54.29 N,162.49 W,54.29,-162.49
11320,Akutan Harbor,US,54.8N,165.48 W,54.8,-165.48
11321,Cannery Bay,US,53.42 N,166.45 W,53.42,-166.45
11322,Makushin,US,53.46 N,166.59 W,53.46,-166.59
11323,Dutch Harbor,US,53.54 N,166.32 W,53.54,-166.32
11324,Unalaska,US,53.52 N,166.32 W,53.52,-166.32
11325,Palisades Point,US,52.14 N,174.10 W,52.14,-174.1
11326,Adak Naval Air Station,US,51.52 N,176.38 W,51.52,-176.38
11327,Constantine Harbor,US,51.24 N,179.18 E,51.24,179.18
11328,Kiska,US,51.58 N,177.33 E,51.58,177.33
11329,Alcan Harbor,US,52.44 N,174.4E,52.44,174.4
11330,Skoot Cove,US,52.43 N,174.4E,52.43,174.4
11331,Massacre Bay,US,52.50 N,173.14 E,52.5,173.14
11332,Village Cove,US,57.8N,170.16 W,57.8,-170.16
11333,Port Moller,US,55.59 N,160.34 W,55.59,-160.34
11334,Port Heiden,US,56.53 N,158.42 W,56.53,-158.42
11335,Pilot Point,US,57.34 N,157.36 W,57.34,-157.36
11336,Ugashik,US,57.32 N,157.25 W,57.32,-157.25
11337,Egegik,US,58.12 N,157.22 W,58.12,-157.22
11338,Naknek,US,58.43 N,157.1W,58.43,-157.1
11339,Koggiung,US,58.58 N,156.55 W,58.58,-156.55
11340,Ekuk,US,58.49 N,158.34 W,58.49,-158.34
11341,Clarks Point,US,58.51 N,158.33 W,58.51,-158.33
11342,Dillingham,US,59.2N,158.29 W,59.2,-158.29
11343,Platinum,US,59.1N,161.50 W,59.1,-161.5
11344,Bethel,US,60.49 N,161.43 W,60.49,-161.43
11345,Nash Harbor,US,60.12 N,166.59 W,60.12,-166.59
11346,Kwiguk,US,62.44 N,164.28 W,62.44,-164.28
11347,Kotlik,US,63.2N,163.33 W,63.2,-163.33
11348,Hamilton,US,62.54 N,163.55 W,62.54,-163.55
11349,St Michael,US,63.29 N,162.2W,63.29,-162.2
11350,Unalakleet,US,63.53 N,160.47 W,63.53,-160.47
11351,Solomon,US,64.33 N,164.24 W,64.33,-164.24
11352,Nome,US,64.30 N,165.25 W,64.3,-165.25
11353,Grantley Harbor,US,65.16 N,166.20 W,65.16,-166.2
11354,Savoonga,US,63.41 N,170.24 W,63.41,-170.24
11355,Shishmaref,US,66.15 N,166.5W,66.15,-166.5
11356,Deering,US,66.5N,162.44 W,66.5,-162.44
11357,Kotzebue,US,66.55 N,162.35 W,66.55,-162.35
11358,Wainwright,US,70.39 N,160.0W,70.39,-160
11359,Barrow,US,71.17 N,156.47 W,71.17,-156.47
11360,Prudhoe Bay,US,70.20 N,148.25 W,70.2,-148.25
11361,Bernard Harbor,US,70.8N,143.38 W,70.8,-143.38
11362,Tuktoyaktuk,CA,69.27 N,133.0W,69.27,-133
11363,Police Point,CA,70.11 N,124.45 W,70.11,-124.45
11364,Paulatuk,CA,69.21 N,124.5W,69.21,-124.5
11365,Pearce Point,CA,69.49 N,122.45 W,69.49,-122.45
11366,Tysoe Point,CA,69.36 N,120.45 W,69.36,-120.45
11367,Sachs Harbor,CA,71.58 N,125.15 W,71.58,-125.15
11368,Cape Young,CA,68.56 N,116.56 W,68.56,-116.56
11369,Bernard Harbor,CA,68.47 N,114.46 W,68.47,-114.46
11370,Lady Franklin Point,CA,68.29 N,113.16 W,68.29,-113.16
11371,Coppermine,CA,67.48 N,115.3W,67.48,-115.3
11372,Cambridge Bay,CA,69.7N,105.4W,69.7,-105.4
11373,Resolute Bay,CA,74.41 N,95.54 W,74.41,-95.54
11374,Barentsburg,XR,78.4N,14.14 E,78.4,14.14
11375,Longyearbyen,XR,78.12 N,15.42 E,78.12,15.42
11376,Ny Alesund,XR,78.55 N,11.57 E,78.55,11.57
11377,Kirkenes,NO,69.44 N,30.3E,69.44,30.3
11378,Vadso,NO,70.4N,29.45 E,70.4,29.45
11379,Batsfjorden,NO,70.38 N,29.44 E,70.38,29.44
11380,Vardo,NO,70.22 N,31.7E,70.22,31.7
11381,Berlevag,NO,70.52 N,29.6E,70.52,29.6
11382,Kjollefjorden,NO,70.57 N,27.20 E,70.57,27.2
11383,Honningsvag,NO,70.59 N,26.0E,70.59,26
11384,Kvalsund,NO,70.30 N,23.59 E,70.3,23.59
11385,Hammerfest,NO,70.40 N,23.40 E,70.4,23.4
11386,Sorvaer,NO,70.38 N,21.59 E,70.38,21.59
11387,Bredvik,NO,70.35 N,22.8E,70.35,22.8
11388,Oksfjord,NO,70.14 N,22.21 E,70.14,22.21
11389,Alta,NO,69.58 N,23.15 E,69.58,23.15
11390,Talvik,NO,70.3N,22.58 E,70.3,22.58
11391,Tromso,NO,69.39 N,18.58 E,69.39,18.58
11392,Gibostad,NO,69.21 N,18.5E,69.21,18.5
11393,Finnsnes,NO,69.14 N,17.58 E,69.14,17.58
11394,Medby,NO,68.55 N,17.44 E,68.55,17.44
11395,Sjovegan,NO,68.53 N,17.50 E,68.53,17.5
11396,Harstad,NO,68.48 N,16.33 E,68.48,16.33
11397,Andenes,NO,69.20 N,16.8E,69.2,16.8
11398,Sortland,NO,68.42 N,15.25 E,68.42,15.25
11399,Stokkmarknes,NO,68.34 N,14.55 E,68.34,14.55
11400,Reine,NO,67.56 N,13.6E,67.56,13.6
11401,Ballstad,NO,68.4N,13.42 E,68.4,13.42
11402,Stamsund,NO,68.7N,13.51 E,68.7,13.51
11403,Henningsvaer,NO,68.9N,14.13 E,68.9,14.13
11404,Svolvaer,NO,68.14 N,14.35 E,68.14,14.35
11405,Skrova Havn,NO,68.10 N,14.40 E,68.1,14.4
11406,Brettesnes,NO,68.14 N,14.51 E,68.14,14.51
11407,Lodingen,NO,68.25 N,16.0E,68.25,16
11408,Ulvik,NO,68.34 N,16.16 E,68.34,16.16
11409,Lilandsgrunnen,NO,68.29 N,16.53 E,68.29,16.53
11410,Narvik,NO,68.26 N,17.25 E,68.26,17.25
11411,Litle Ballangen,NO,68.20 N,16.51 E,68.2,16.51
11412,Drag,NO,68.3N,16.5E,68.3,16.5
11413,Korsnes,NO,68.15 N,16.4E,68.15,16.4
11414,Tranoy,NO,68.11 N,15.40 E,68.11,15.4
11415,Kjerringoy,NO,67.31 N,14.46 E,67.31,14.46
11416,Bodo,NO,67.17 N,14.23 E,67.17,14.23
11417,Lakselv,NO,67.22 N,15.36 E,67.22,15.36
11418,Fauske,NO,67.15 N,15.22 E,67.15,15.22
11419,Rognan,NO,67.6N,15.25 E,67.6,15.25
11420,Ornes,NO,66.52 N,13.43 E,66.52,13.43
11421,Glomfjord,NO,66.49 N,13.59 E,66.49,13.59
11422,Sandnessjoen,NO,66.1N,12.38 E,66.1,12.38
11423,Mo Inlet,NO,66.19 N,14.8E,66.19,14.8
11424,Hemnesberget,NO,66.14 N,13.37 E,66.14,13.37
11425,Mosjoen,NO,65.50 N,13.12 E,65.5,13.12
11426,Tjotta,NO,65.50 N,12.26 E,65.5,12.26
11427,Bronnoysund,NO,65.28 N,12.12 E,65.28,12.12
11428,Berg,NO,65.22 N,12.12 E,65.22,12.12
11429,Rorvik,NO,64.52 N,11.15 E,64.52,11.15
11430,Salsbruket,NO,64.48 N,11.52 E,64.48,11.52
11431,Namsos,NO,64.28 N,11.30 E,64.28,11.3
11432,Malm,NO,64.4N,11.14 E,64.4,11.14
11433,Steinkjer,NO,64.1N,11.30 E,64.1,11.3
11434,Djupviken,NO,63.47 N,11.27 E,63.47,11.27
11435,Levanger,NO,63.45 N,11.18 E,63.45,11.18
11436,Langstein,NO,63.32 N,10.54 E,63.32,10.54
11437,Muruvik,NO,63.26 N,10.51 E,63.26,10.51
11438,Hommelvik,NO,63.25 N,10.48 E,63.25,10.48
11439,Trondheim,NO,63.26 N,10.24 E,63.26,10.24
11440,Thamshamm,NO,63.19 N,9.53 E,63.19,9.53
11441,Kristiansund,NO,63.7N,7.44 E,63.7,7.44
11442,Sunndalsora,NO,62.41 N,8.33 E,62.41,8.33
11443,Bud,NO,62.54 N,6.55 E,62.54,6.55
11444,Haroysund,NO,62.54 N,6.58 E,62.54,6.58
11445,Molde,NO,62.44 N,7.10 E,62.44,7.1
11446,Andalsnes,NO,62.34 N,7.41 E,62.34,7.41
11447,Hareid,NO,62.22 N,6.2E,62.22,6.2
11448,Moldtustranda,NO,62.18 N,5.39 E,62.18,5.39
11449,Orstav,NO,62.12 N,6.8E,62.12,6.8
11450,Alesund,NO,62.28 N,6.10 E,62.28,6.1
11451,Maloy,NO,61.56 N,5.7E,61.56,5.7
11452,Floro,NO,61.36 N,5.2E,61.36,5.2
11453,Ardalstangen,NO,61.14 N,7.43 E,61.14,7.43
11454,Mongstad,NO,60.49 N,5.2E,60.49,5.2
11455,Stura,NO,60.37 N,4.51 E,60.37,4.51
11456,Vaksdal,NO,60.29 N,5.44 E,60.29,5.44
11457,Bergen,NO,60.24 N,5.19 E,60.24,5.19
11458,Brattholmen,NO,60.21 N,5.10 E,60.21,5.1
11459,Tranneset,NO,60.25 N,5.1E,60.25,5.1
11460,Strandvik,NO,60.10 N,5.40 E,60.1,5.4
11461,Norheimsund,NO,60.22 N,6.9E,60.22,6.9
11462,Odda,NO,60.5N,6.33 E,60.5,6.33
11463,Meling,NO,59.47 N,5.7E,59.47,5.7
11464,Mosterhamn,NO,59.42 N,5.24 E,59.42,5.24
11465,Sagvag,NO,59.46 N,5.23 E,59.46,5.23
11466,Leirvik,NO,59.47 N,5.30 E,59.47,5.3
11467,Husnes,NO,59.52 N,5.46 E,59.52,5.46
11468,Haugesund,NO,59.25 N,5.16 E,59.25,5.16
11469,Kopervik,NO,59.17 N,5.19 E,59.17,5.19
11470,Karsto,NO,59.16 N,5.31 E,59.16,5.31
11471,Espevaer,NO,59.35 N,5.9E,59.35,5.9
11472,Sauda,NO,59.39 N,6.21 E,59.39,6.21
11473,Akrahamn,NO,59.16 N,5.11 E,59.16,5.11
11474,Sandnes,NO,58.51 N,5.45 E,58.51,5.45
11475,Stavanger,NO,58.58 N,5.45 E,58.58,5.45
11476,Skudeneshavn,NO,59.9N,5.16 E,59.9,5.16
11477,Tananger,NO,58.56 N,5.35 E,58.56,5.35
11478,Egersund,NO,58.27 N,6.0E,58.27,6
11479,Rekefjord,NO,58.20 N,6.16 E,58.2,6.16
11480,Kirkehamn,NO,58.14 N,6.32 E,58.14,6.32
11481,Flekkefjorden,NO,58.18 N,6.40 E,58.18,6.4
11482,Farsund,NO,58.5N,6.49 E,58.5,6.49
11483,Stusvik,NO,58.0N,7.2E,58,7.2
11484,Mandal,NO,58.1N,7.28 E,58.1,7.28
11485,Kristiansand,NO,58.9N,8.0E,58.9,8
11486,Arendal,NO,58.28 N,8.46 E,58.28,8.46
11487,Tvedestrand,NO,58.37 N,8.56 E,58.37,8.56
11488,Risor,NO,58.43 N,9.14 E,58.43,9.14
11489,Kragero,NO,58.52 N,9.25 E,58.52,9.25
11490,Brevik,NO,59.4N,9.42 E,59.4,9.42
11491,Porsgrunn,NO,59.9N,9.40 E,59.9,9.4
11492,Skien,NO,59.12 N,9.36 E,59.12,9.36
11493,Larvik,NO,59.3N,10.2E,59.3,10.2
11494,Sandefjorden,NO,59.7N,10.14 E,59.7,10.14
11495,Tonsberg,NO,59.17 N,10.25 E,59.17,10.25
11496,Valloy,NO,59.16 N,10.30 E,59.16,10.3
11497,Slagenstangen,NO,59.19 N,10.31 E,59.19,10.31
11498,Horten,NO,59.25 N,10.30 E,59.25,10.3
11499,Holmestrand,NO,59.29 N,10.18 E,59.29,10.18
11500,Svelvik,NO,59.37 N,10.24 E,59.37,10.24
11501,Drammen,NO,59.44 N,10.15 E,59.44,10.15
11502,Storsteilene,NO,59.49 N,10.36 E,59.49,10.36
11503,Oslo,NO,59.55 N,10.45 E,59.55,10.45
11504,Fagerstrand,NO,59.44 N,10.36 E,59.44,10.36
11505,Drobak,NO,59.40 N,10.39 E,59.4,10.39
11506,Tofte,NO,59.33 N,10.34 E,59.33,10.34
11507,Kambo,NO,59.28 N,10.41 E,59.28,10.41
11508,Moss,NO,59.27 N,10.40 E,59.27,10.4
11509,Sarpsborg,NO,59.16 N,11.6E,59.16,11.6
11510,Fredrikstad,NO,59.12 N,10.57 E,59.12,10.57
11511,Halden,NO,59.7N,11.23 E,59.7,11.23
11512,Stromstad,SE,58.56 N,11.10 E,58.56,11.1
11513,Grebbestad,SE,58.41 N,11.16 E,58.41,11.16
11514,Fjallbacka,SE,58.36 N,11.17 E,58.36,11.17
11515,Bovallstrand,SE,58.29 N,11.20 E,58.29,11.2
11516,Hunnebostrand,SE,58.26 N,11.18 E,58.26,11.18
11517,Brofjorden,SE,58.23 N,11.25 E,58.23,11.25
11518,Lysekil,SE,58.16 N,11.26 E,58.16,11.26
11519,Uddevalla,SE,58.21 N,11.55 E,58.21,11.55
11520,Stenungsund,SE,58.4N,11.50 E,58.4,11.5
11521,Marstrand,SE,57.53 N,11.35 E,57.53,11.35
11522,Goteborg,SE,57.42 N,11.58 E,57.42,11.58
11523,Varberg,SE,57.7N,12.15 E,57.7,12.15
11524,Falkenberg,SE,56.54 N,12.30 E,56.54,12.3
11525,Halmstad,SE,56.40 N,12.52 E,56.4,12.52
11526,Hoganas,SE,56.12 N,12.33 E,56.12,12.33
11527,Helsingborg,SE,56.3N,12.42 E,56.3,12.42
11528,Landskrona,SE,55.52 N,12.50 E,55.52,12.5
11529,Malmo,SE,55.37 N,13.0E,55.37,13
11530,Limhamn,SE,55.35 N,12.56 E,55.35,12.56
11531,Trelleborg,SE,55.22 N,13.9E,55.22,13.9
11532,Ystad,SE,55.26 N,13.50 E,55.26,13.5
11533,Simrishamn,SE,55.33 N,14.22 E,55.33,14.22
11534,Ahus,SE,55.56 N,14.19 E,55.56,14.19
11535,Solvesborg,SE,56.3N,14.35 E,56.3,14.35
11536,Karlshamn,SE,56.10 N,14.52 E,56.1,14.52
11537,Ronneby,SE,56.11 N,15.18 E,56.11,15.18
11538,Karlskrona,SE,56.10 N,15.36 E,56.1,15.36
11539,Bergkvara,SE,56.23 N,16.6E,56.23,16.6
11540,Kalmar,SE,56.40 N,16.22 E,56.4,16.22
11541,Stora Jatterson,SE,57.6N,16.34 E,57.6,16.34
11542,Oskarshamn,SE,57.16 N,16.27 E,57.16,16.27
11543,Figeholm,SE,57.22 N,16.30 E,57.22,16.3
11544,Degerhamn,SE,56.21 N,16.25 E,56.21,16.25
11545,Ronehamn,SE,57.7N,18.30 E,57.7,18.3
11546,Slite,SE,57.42 N,18.49 E,57.42,18.49
11547,Farosund,SE,57.55 N,19.3E,57.55,19.3
11548,Storugns,SE,57.50 N,18.48 E,57.5,18.48
11549,Visby,SE,57.38 N,18.17 E,57.38,18.17
11550,Klintehamn,SE,57.23 N,18.12 E,57.23,18.12
11551,Verkeback,SE,57.44 N,16.32 E,57.44,16.32
11552,Vastervik,SE,57.46 N,16.39 E,57.46,16.39
11553,Norrkoping,SE,58.35 N,16.12 E,58.35,16.12
11554,Oxelosund,SE,58.40 N,17.7E,58.4,17.7
11555,Nykoping,SE,58.45 N,17.1E,58.45,17.1
11556,Sodertalje,SE,59.11 N,17.39 E,59.11,17.39
11557,Nynashamn,SE,58.54 N,17.58 E,58.54,17.58
11558,Gustavsberg,SE,59.19 N,18.23 E,59.19,18.23
11559,Sandhamn,SE,59.17 N,18.55 E,59.17,18.55
11560,Stockholm,SE,59.20 N,18.3E,59.2,18.3
11561,Vasteras,SE,59.37 N,16.33 E,59.37,16.33
11562,Grisslehamn,SE,60.6N,18.49 E,60.6,18.49
11563,Hallstavik,SE,60.3N,18.35 E,60.3,18.35
11564,Hargshamn,SE,60.11 N,18.27 E,60.11,18.27
11565,Skutskar,SE,60.39 N,17.24 E,60.39,17.24
11566,Karskar,SE,60.41 N,17.16 E,60.41,17.16
11567,Gavle,SE,60.41 N,17.10 E,60.41,17.1
11568,Norrsundet,SE,60.56 N,17.10 E,60.56,17.1
11569,Vallvik,SE,61.11 N,17.10 E,61.11,17.1
11570,Sandarne,SE,61.16 N,17.11 E,61.16,17.11
11571,Soderhamn,SE,61.18 N,17.5E,61.18,17.5
11572,Iggesund,SE,61.39 N,17.5E,61.39,17.5
11573,Hudiksvall,SE,61.44 N,17.7E,61.44,17.7
11574,Stocka,SE,61.54 N,17.21 E,61.54,17.21
11575,Stockvik,SE,62.20 N,17.23 E,62.2,17.23
11576,Sundsvall,SE,62.23 N,17.21 E,62.23,17.21
11577,Vivstavarv,SE,62.29 N,17.21 E,62.29,17.21
11578,Soraker,SE,62.30 N,17.30 E,62.3,17.3
11579,Harnosand,SE,62.38 N,17.56 E,62.38,17.56
11580,Ulvvik,SE,62.40 N,17.52 E,62.4,17.52
11581,Utansjo,SE,62.46 N,17.56 E,62.46,17.56
11582,Gustavsvik,SE,62.50 N,17.53 E,62.5,17.53
11583,Lunde,SE,62.53 N,17.53 E,62.53,17.53
11584,Kramfors,SE,62.56 N,17.48 E,62.56,17.48
11585,Vaja,SE,62.59 N,17.43 E,62.59,17.43
11586,Bollstabruk,SE,63.0N,17.42 E,63,17.42
11587,Kopmanholmen,SE,63.10 N,18.35 E,63.1,18.35
11588,Domsjo,SE,63.16 N,18.44 E,63.16,18.44
11589,Ornskoldsvik,SE,63.17 N,18.43 E,63.17,18.43
11590,Husum,SE,63.20 N,19.9E,63.2,19.9
11591,Rundvik,SE,63.32 N,19.27 E,63.32,19.27
11592,Nordmaling,SE,63.34 N,19.29 E,63.34,19.29
11593,Obbola,SE,63.42 N,20.20 E,63.42,20.2
11594,Umea Hamn,SE,63.42 N,20.21 E,63.42,20.21
11595,Gumbodahamn,SE,64.14 N,21.6E,64.14,21.6
11596,Skelleftehamn,SE,64.41 N,21.14 E,64.41,21.14
11597,Kagehamn,SE,64.50 N,21.2E,64.5,21.2
11598,Brannfors,SE,65.1N,21.23 E,65.1,21.23
11599,Pitea,SE,65.19 N,21.29 E,65.19,21.29
11600,Lulea,SE,65.35 N,22.10 E,65.35,22.1
11601,Torehamn,SE,65.54 N,22.39 E,65.54,22.39
11602,Karlsborg,SE,65.48 N,23.17 E,65.48,23.17
11603,Sandvik,SE,65.44 N,23.46 E,65.44,23.46
11604,Torina,FI,65.46 N,24.10 E,65.46,24.1
11605,Kemi,FI,65.44 N,24.34 E,65.44,24.34
11606,Oulu,FI,65.1N,25.24 E,65.1,25.24
11607,Raahe,FI,64.41 N,24.25 E,64.41,24.25
11608,Veitsiluoto,FI,65.42 N,24.37 E,65.42,24.37
11609,Rahja,FI,64.12 N,23.44 E,64.12,23.44
11610,Himanka,FI,64.0N,23.39 E,64,23.39
11611,Kokkola,FI,63.51 N,23.1E,63.51,23.1
11612,Jakobstad,FI,63.41 N,22.40 E,63.41,22.4
11613,Nykarleby,FI,63.31 N,22.32 E,63.31,22.32
11614,Kantlax,FI,63.25 N,22.17 E,63.25,22.17
11615,Hellnas,FI,63.17 N,22.14 E,63.17,22.14
11616,Vaasa,FI,63.6N,21.35 E,63.6,21.35
11617,Kaskinen,FI,62.23 N,21.14 E,62.23,21.14
11618,Kristinestad,FI,62.17 N,21.24 E,62.17,21.24
11619,Pori,FI,61.29 N,21.48 E,61.29,21.48
11620,Mantyluoto,FI,61.36 N,21.29 E,61.36,21.29
11621,Tahkoluoto,FI,61.38 N,21.24 E,61.38,21.24
11622,Rauma,FI,61.8N,21.30 E,61.8,21.3
11623,Uusikaupunki,FI,60.48 N,21.24 E,60.48,21.24
11624,Naantali,FI,60.28 N,22.1E,60.28,22.1
11625,Turku,FI,60.27 N,22.14 E,60.27,22.14
11626,Tolkkinen,FI,60.2N,25.35 E,60.2,25.35
11627,Signilskar,FI,60.12 N,19.20 E,60.12,19.2
11628,Mariehamn,FI,60.6N,19.55 E,60.6,19.55
11629,Pargas,FI,60.17 N,22.4E,60.17,22.4
11630,Hanko,FI,59.49 N,22.57 E,59.49,22.57
11631,Ekenas,FI,59.59 N,23.26 E,59.59,23.26
11632,Jussaro,FI,59.50 N,23.34 E,59.5,23.34
11633,Porkkala,FI,60.5N,24.23 E,60.5,24.23
11634,Inkoo,FI,60.1N,23.55 E,60.1,23.55
11635,Helsinki,FI,60.10 N,24.58 E,60.1,24.58
11636,Porvoo,FI,60.18 N,25.38 E,60.18,25.38
11637,Loviisa,FI,60.27 N,26.14 E,60.27,26.14
11638,Kotka,FI,60.28 N,26.58 E,60.28,26.58
11639,Hamina,FI,60.34 N,27.12 E,60.34,27.12
11640,Vyborg,RU,60.43 N,28.45 E,60.43,28.45
11641,Gavan Vysotsk,RU,60.37 N,28.34 E,60.37,28.34
11642,Primorsk,RU,60.22 N,28.38 E,60.22,28.38
11643,Sankt-Peterburg,RU,59.56 N,30.18 E,59.56,30.18
11644,Lomonosov,RU,59.55 N,29.46 E,59.55,29.46
11645,Kronshtadt,RU,59.59 N,29.47 E,59.59,29.47
11646,Reka Luga,RU,59.40 N,28.19 E,59.4,28.19
11647,Kunda,EE,59.32 N,26.32 E,59.32,26.32
11648,Tallinn,EE,59.27 N,24.46 E,59.27,24.46
11649,Muuga-Port Of Tallin,EE,59.30 N,24.57 E,59.3,24.57
11650,Paldiski,EE,59.21 N,24.2E,59.21,24.2
11651,Osmussaar,EE,59.18 N,23.22 E,59.18,23.22
11652,Parnu,EE,58.23 N,24.30 E,58.23,24.3
11653,Salacgriva,LV,57.42 N,24.22 E,57.42,24.22
11654,Riga,LV,56.57 N,24.6E,56.57,24.6
11655,Lielupe,LV,57.0N,23.26 E,57,23.26
11656,Ventspils,LV,57.24 N,21.32 E,57.24,21.32
11657,Liepaja,LV,56.31 N,21.1E,56.31,21.1
11658,Butinge Oil Terminal,LT,56.2N,20.57 E,56.2,20.57
11659,Klaipeda,LT,55.43 N,21.7E,55.43,21.7
11660,Baltiysk,RU,54.38 N,19.54 E,54.38,19.54
11661,Kaliningrad,RU,54.42 N,20.29 E,54.42,20.29
11662,Gdansk,PL,54.21 N,18.40 E,54.21,18.4
11663,Port Polnochny,PL,54.24 N,18.43 E,54.24,18.43
11664,Nowy Port,PL,54.25 N,18.40 E,54.25,18.4
11665,Gdynia,PL,54.32 N,18.33 E,54.32,18.33
11666,Police,PL,53.34 N,14.34 E,53.34,14.34
11667,Ustka,PL,54.35 N,16.51 E,54.35,16.51
11668,Darlowo,PL,54.26 N,16.25 E,54.26,16.25
11669,Kolobrzeg,PL,54.13 N,15.33 E,54.13,15.33
11670,Swinoujscie,PL,53.55 N,14.16 E,53.55,14.16
11671,Szczecin,PL,53.25 N,14.33 E,53.25,14.33
11672,Wolgast,DE,54.3N,13.47 E,54.3,13.47
11673,Sassnitz,DE,54.31 N,13.39 E,54.31,13.39
11674,Stralsund,DE,54.19 N,13.6E,54.19,13.6
11675,Rostock,DE,54.6N,12.8E,54.6,12.8
11676,Wismar,DE,53.54 N,11.28 E,53.54,11.28
11677,Lubeck-Travemunde,DE,53.58 N,10.53 E,53.58,10.53
11678,Lubeck,DE,53.53 N,10.42 E,53.53,10.42
11679,Neustadt,DE,54.6N,10.49 E,54.6,10.49
11680,Orth,DE,54.27 N,11.3E,54.27,11.3
11681,Heiligenhafen,DE,54.22 N,10.59 E,54.22,10.59
11682,Kiel,DE,54.19 N,10.8E,54.19,10.8
11683,Eckernforde,DE,54.29 N,9.50 E,54.29,9.5
11684,Kappeln,DE,54.40 N,9.56 E,54.4,9.56
11685,Flensburg,DE,54.48 N,9.26 E,54.48,9.26
11686,Nekso,DK,55.4N,15.8E,55.4,15.8
11687,Ronne,DK,55.6N,14.42 E,55.6,14.42
11688,Hasle,DK,55.11 N,14.42 E,55.11,14.42
11689,Christianso Harbor,DK,55.19 N,15.11 E,55.19,15.11
11690,Fakse Ladeplads Havn,DK,55.13 N,12.10 E,55.13,12.1
11691,Koge,DK,55.27 N,12.12 E,55.27,12.12
11692,Kobenhavn,DK,55.42 N,12.37 E,55.42,12.37
11693,Tuborg,DK,55.43 N,12.35 E,55.43,12.35
