Port Number,Port Name,Country,Latitude,Longitude,DD Lat,DD Long
10001,Keflavik,IS,64.0N,22.33 W,64,-22.33
10002,Straumsvik,IS,64.3N,22.3W,64.3,-22.3
10003,Hafnarfjordur,IS,64.4N,21.57 W,64.4,-21.57
10004,Skerjafjordur,IS,64.9N,22.1W,64.9,-22.1
10005,Reykjavik,IS,64.9N,21.56 W,64.9,-21.56
10006,Grundartangi,IS,64.16 N,22.0W,64.16,-22
10007,Bildudalur,IS,65.41 N,23.36 W,65.41,-23.36
10008,Thingeyri,IS,65.53 N,23.29 W,65.53,-23.29
10009,Bolungavik,IS,66.10 N,23.14 W,66.1,-23.14
10010,Isafjordur,IS,66.4N,23.7W,66.4,-23.7
10011,Blonduos,IS,65.40 N,20.18 W,65.4,-20.18
10012,Skagastrond,IS,65.50 N,20.19 W,65.5,-20.19
10013,Saudarkrokur,IS,65.45 N,19.40 W,65.45,-19.4
10014,Siglufjorhurd,IS,66.9N,18.55 W,66.9,-18.55
10015,Olafsfjordhur,IS,66.5N,18.38 W,66.5,-18.38
10016,Dalvik,IS,65.59 N,18.31 W,65.59,-18.31
10017,Akureyri,IS,65.41 N,18.5W,65.41,-18.5
10018,Husavik,IS,66.2N,17.20 W,66.2,-17.2
10019,Kopasker,IS,66.17 N,16.27 W,66.17,-16.27
10020,Raufarhofn,IS,66.27 N,15.56 W,66.27,-15.56
10021,Vopnafjordhur,IS,65.45 N,14.50 W,65.45,-14.5
10022,Seydhisfjordhur,IS,65.16 N,14.0W,65.16,-14
10023,Neskaupstadur,IS,65.9N,13.41 W,65.9,-13.41
10024,Eskifjordhur,IS,65.4N,14.1W,65.4,-14.1
10025,Budir,IS,64.56 N,14.1W,64.56,-14.1
10026,Djupivogur,IS,64.40 N,14.17 W,64.4,-14.17
10027,Hornabjordur,IS,64.15 N,15.14 W,64.15,-15.14
10028,Vestmannaeyjar,IS,63.26 N,20.17 W,63.26,-20.17
10029,Qutdleq,GL,61.31 N,42.13 W,61.31,-42.13
10030,Kusanartoq,GL,61.46 N,42.13 W,61.46,-42.13
10031,Nanortalik Havn,GL,60.7N,45.12 W,60.7,-45.12
10032,Qaqurtoq,GL,60.43 N,46.3W,60.43,-46.3
10033,Narsaq,GL,60.55 N,46.3W,60.55,-46.3
10034,Narsarssuaq,GL,61.9N,45.26 W,61.9,-45.26
10035,Gronnedal (Kangilinnguit),GL,61.14 N,48.6W,61.14,-48.6
10036,Paamuit (Frederikshab),GL,62.0N,49.40 W,62,-49.4
10037,Kangerluarsoruseq,GL,63.42 N,51.33 W,63.42,-51.33
10038,Nuuk,GL,64.11 N,51.45 W,64.11,-51.45
10039,Maniitsoq,GL,65.25 N,52.55 W,65.25,-52.55
10040,Kangamiut,GL,65.49 N,53.18 W,65.49,-53.18
10041,Sisimiut,GL,66.55 N,53.42 W,66.55,-53.42
10042,Kangerlusuaq,GL,66.58 N,50.57 W,66.58,-50.57
10043,Attu,GL,67.57 N,53.44 W,67.57,-53.44
10044,Aasiaat,GL,68.42 N,52.52 W,68.42,-52.52
10045,Qasigiannguit-Christianshab,GL,68.49 N,51.11 W,68.49,-51.11
10046,Illulissat (Jakobshavn),GL,69.13 N,51.6W,69.13,-51.6
10047,Qeqertarsuaq,GL,69.14 N,53.32 W,69.14,-53.32
10048,Niaqornat,GL,70.48 N,53.40 W,70.48,-53.4
10049,Uummannaq Harbor,GL,70.41 N,52.9W,70.41,-52.9
10050,Kajalleq Upernavik,GL,72.9N,55.32 W,72.9,-55.32
10051,Upernavik,GL,72.46 N,56.9W,72.46,-56.9
10052,Pituffik (Thule Air Base),GL,76.32 N,68.52 W,76.32,-68.52
10053,Pond Inlet,CA,72.45 N,76.45 W,72.45,-76.45
10054,Padloping Island,CA,67.2N,62.44 W,67.2,-62.44
10055,Pangnirtung,CA,66.8N,65.45 W,66.8,-65.45
10056,Churchill,CA,58.47 N,94.11 W,58.47,-94.11
10057,Goose Bay,CA,53.22 N,60.18 W,53.22,-60.18
10058,Conche,CA,50.53 N,55.54 W,50.53,-55.54
10059,Roddickton,CA,50.52 N,56.8W,50.52,-56.8
10060,Westport Cove,CA,49.47 N,56.37 W,49.47,-56.37
10061,Seal Cove,CA,49.56 N,56.23 W,49.56,-56.23
10062,Little Bay,CA,49.37 N,56.0W,49.37,-56
10063,Springdale,CA,49.30 N,56.4W,49.3,-56.4
10064,Fortune Harbor,CA,49.32 N,55.14 W,49.32,-55.14
10065,Twillingate Harbor,CA,49.40 N,54.46 W,49.4,-54.46
10066,Bonavista Harbor,CA,48.39 N,53.7W,48.39,-53.7
10067,Catalina Harbor,CA,48.30 N,53.5W,48.3,-53.5
10068,Port Union,CA,48.30 N,53.5W,48.3,-53.5
10069,Clarenville,CA,48.9N,53.57 W,48.9,-53.57
10070,Carbonear Bay,CA,47.44 N,53.13 W,47.44,-53.13
10071,Harbor Grace,CA,47.41 N,53.13 W,47.41,-53.13
10072,St John'S,CA,47.34 N,52.42 W,47.34,-52.42
10073,Trepassey Harbor,CA,46.44 N,53.24 W,46.44,-53.24
10074,Argentia,CA,47.18 N,53.59 W,47.18,-53.59
10075,Come By Chance Harbor,CA,47.48 N,54.1W,47.48,-54.1
10076,Port De St Pierre,CA,46.47 N,56.10 W,46.47,-56.1
10077,Grand Bank,CA,47.6N,55.45 W,47.6,-55.45
10078,Burgeo,CA,47.36 N,57.37 W,47.36,-57.37
10079,Port Aux Basques,CA,47.34 N,59.8W,47.34,-59.8
10080,Stephenville,CA,48.32 N,58.32 W,48.32,-58.32
10081,St George'S,CA,48.27 N,58.27 W,48.27,-58.27
10082,Corner Brook,CA,48.57 N,57.57 W,48.57,-57.57
10083,Blanc Sablon,CA,51.25 N,57.8W,51.25,-57.8
10084,Havre St Pierre,CA,50.14 N,63.36 W,50.14,-63.36
10085,Mingan,CA,50.17 N,64.1W,50.17,-64.1
10086,Sept Iles,CA,50.12 N,66.23 W,50.12,-66.23
10087,Pointe Noire,CA,50.10 N,66.29 W,50.1,-66.29
10088,Port Cartier,CA,50.2N,66.47 W,50.2,-66.47
10089,Matane,CA,48.51 N,67.32 W,48.51,-67.32
10090,Baie Comeau,CA,49.14 N,68.8W,49.14,-68.8
10091,Rimouski,CA,48.27 N,68.31 W,48.27,-68.31
10092,Tadoussac,CA,48.9N,69.43 W,48.9,-69.43
10093,La Baie (Port Alfred),CA,48.20 N,70.53 W,48.2,-70.53
10094,Chicoutimi (Port Saguenay),CA,48.26 N,71.4W,48.26,-71.4
10095,Riviere Du Loup,CA,47.50 N,69.31 W,47.5,-69.31
10096,Quebec,CA,46.49 N,71.13 W,46.49,-71.13
10097,Port De Becancour,CA,46.24 N,72.23 W,46.24,-72.23
10098,Trois Rivieres,CA,46.21 N,72.33 W,46.21,-72.33
10099,Sorel,CA,46.3N,73.7W,46.3,-73.7
10100,Montreal,CA,45.31 N,73.33 W,45.31,-73.33
10101,Vaudreuil,CA,45.24 N,74.2W,45.24,-74.2
10102,Oka Sur Le Lac,CA,45.28 N,74.5W,45.28,-74.5
10103,Hudson,CA,45.28 N,74.8W,45.28,-74.8
10104,St Placide,CA,45.32 N,74.12 W,45.32,-74.12
10105,St Andrews East,CA,45.34 N,74.20 W,45.34,-74.2
10106,Carillon,CA,45.34 N,74.22 W,45.34,-74.22
10107,Chute A Blondeau,CA,45.35 N,74.28 W,45.35,-74.28
10108,Grenville,CA,45.38 N,74.36 W,45.38,-74.36
10109,Hawkesbury,CA,45.37 N,74.37 W,45.37,-74.37
10110,Fassett,CA,45.39 N,74.52 W,45.39,-74.52
10111,Montebello,CA,45.39 N,74.56 W,45.39,-74.56
10112,Papineauville,CA,45.37 N,75.1W,45.37,-75.1
10113,Thurso,CA,45.36 N,75.14 W,45.36,-75.14
10114,Rockland,CA,45.33 N,75.18 W,45.33,-75.18
10115,Cumberland,CA,45.31 N,75.24 W,45.31,-75.24
10116,Masson,CA,45.32 N,75.25 W,45.32,-75.25
10117,Gatineau,CA,45.29 N,75.39 W,45.29,-75.39
10118,Ottawa,CA,45.26 N,75.42 W,45.26,-75.42
10119,Hull,CA,45.26 N,75.42 W,45.26,-75.42
10120,Beauharnois,CA,45.19 N,73.53 W,45.19,-73.53
10121,Coteau Landing,CA,45.15 N,74.12 W,45.15,-74.12
10122,St Zotique,CA,45.15 N,74.15 W,45.15,-74.15
10123,St Anicet,CA,45.8N,74.22 W,45.8,-74.22
10124,South Lancaster,CA,45.8N,74.30 W,45.8,-74.3
10125,Cornwall,CA,45.1N,74.44 W,45.1,-74.44
10126,Cardinal,CA,44.47 N,75.23 W,44.47,-75.23
10127,Lower Lakes Terminal,CA,44.44 N,75.28 W,44.44,-75.28
10128,Brockville,CA,44.35 N,75.40 W,44.35,-75.4
10129,Rockport,CA,44.23 N,75.56 W,44.23,-75.56
10130,Gananoque,CA,44.20 N,76.10 W,44.2,-76.1
10131,Wolfe Island,CA,44.12 N,76.26 W,44.12,-76.26
10132,Kingston,CA,44.14 N,76.30 W,44.14,-76.3
10133,Ogdensburg,US,44.42 N,75.30 W,44.42,-75.3
10134,Alexandria Bay,US,44.20 N,75.55 W,44.2,-75.55
10135,Clayton,US,44.14 N,76.3W,44.14,-76.3
10136,Millhaven,CA,44.12 N,76.44 W,44.12,-76.44
10137,Picton,CA,44.1N,77.8W,44.1,-77.8
10138,Belleville,CA,44.9N,77.24 W,44.9,-77.24
10139,Trenton,CA,44.6N,77.34 W,44.6,-77.34
10140,Cobourg,CA,43.57 N,78.10 W,43.57,-78.1
10141,Port Hope,CA,43.56 N,78.17 W,43.56,-78.17
10142,Contrecour,CA,45.53 N,73.12 W,45.53,-73.12
10143,Oshawa,CA,43.52 N,78.49 W,43.52,-78.49
10144,Port Whitby,CA,43.51 N,78.56 W,43.51,-78.56
10145,Toronto,CA,43.37 N,79.23 W,43.37,-79.23
10146,Port Credit,CA,43.33 N,79.35 W,43.33,-79.35
10147,Clarkson,CA,43.30 N,79.36 W,43.3,-79.36
10148,Oakville,CA,43.26 N,79.40 W,43.26,-79.4
10149,Bronte,CA,43.24 N,79.43 W,43.24,-79.43
10150,Hamilton,CA,43.15 N,79.51 W,43.15,-79.51
10151,Port Dalhousie,CA,43.13 N,79.16 W,43.13,-79.16
10152,Port Weller,CA,43.14 N,79.13 W,43.14,-79.13
10153,Welland,CA,43.0N,79.15 W,43,-79.15
10154,Thorold,CA,43.5N,79.43 W,43.5,-79.43
10155,St Catherine,CA,43.11 N,79.17 W,43.11,-79.17
10156,Niagara,CA,43.15 N,79.4W,43.15,-79.4
10157,Queenston,CA,43.10 N,79.4W,43.1,-79.4
10158,Chaumont,US,44.4N,76.8W,44.4,-76.8
10159,Sackets Harbor,US,43.57 N,76.7W,43.57,-76.7
10160,Oswego,US,43.28 N,76.31 W,43.28,-76.31
10161,Sodus Bay,US,43.16 N,76.59 W,43.16,-76.59
10162,Rochester,US,43.16 N,77.36 W,43.16,-77.36
10163,Youngstown,US,43.15 N,79.3W,43.15,-79.3
10164,Port Colborne,CA,42.53 N,79.15 W,42.53,-79.15
10165,Port Maitland,CA,42.51 N,79.35 W,42.51,-79.35
10166,Port Dover,CA,42.47 N,80.12 W,42.47,-80.12
10167,Port Stanley,CA,42.40 N,81.12 W,42.4,-81.12
10168,Rondeau,CA,42.16 N,81.54 W,42.16,-81.54
10169,Pelee I North Wharf,CA,41.49 N,82.40 W,41.49,-82.4
10170,Pelee I West Dock,CA,41.46 N,82.41 W,41.46,-82.41
10171,Leamington,CA,42.2N,82.36 W,42.2,-82.36
10172,Kingsville,CA,42.1N,82.44 W,42.1,-82.44
10173,Amherstburg,CA,42.6N,83.6W,42.6,-83.6
10174,Windsor,CA,42.19 N,83.2W,42.19,-83.2
10175,Tonawanda,US,43.2N,78.53 W,43.2,-78.53
10176,Buffalo,US,42.53 N,78.53 W,42.53,-78.53
10177,Dunkirk,US,42.29 N,79.20 W,42.29,-79.2
10178,Erie,US,42.9N,80.6W,42.9,-80.6
10179,Conneaut,US,41.58 N,80.33 W,41.58,-80.33
10180,Ashtabula,US,41.54 N,80.48 W,41.54,-80.48
10181,Fairport,US,41.46 N,81.18 W,41.46,-81.18
10182,Cleveland,US,41.30 N,81.43 W,41.3,-81.43
10183,Lorain,US,41.28 N,82.11 W,41.28,-82.11
10184,Vermilion,US,41.26 N,82.22 W,41.26,-82.22
10185,Huron,US,41.24 N,82.33 W,41.24,-82.33
10186,Sandusky,US,41.27 N,82.43 W,41.27,-82.43
10187,Port Clinton,US,41.31 N,82.56 W,41.31,-82.56
10188,Put In Bay,US,41.39 N,82.49 W,41.39,-82.49
10189,Toledo,US,41.42 N,83.28 W,41.42,-83.28
10190,Monroe,US,41.53 N,83.20 W,41.53,-83.2
10191,Trenton,US,42.8N,83.10 W,42.8,-83.1
10192,Wyandotte,US,42.12 N,83.9W,42.12,-83.9
10193,Rouge River,US,42.17 N,83.7W,42.17,-83.7
10194,Detroit,US,42.20 N,83.2W,42.2,-83.2
10195,Walpole Island,CA,42.37 N,82.31 W,42.37,-82.31
10196,Sombra,CA,42.43 N,82.29 W,42.43,-82.29
10197,Courtright,CA,42.49 N,82.28 W,42.49,-82.28
10198,Sarnia,CA,42.59 N,82.25 W,42.59,-82.25
10199,Point Edward,CA,43.0N,82.25 W,43,-82.25
10200,Goderich,CA,43.45 N,81.44 W,43.45,-81.44
10201,Port Elgin,CA,44.26 N,81.24 W,44.26,-81.24
10202,Southampton,CA,44.30 N,81.23 W,44.3,-81.23
10203,Tobermory,CA,45.16 N,81.40 W,45.16,-81.4
10204,Lions Head,CA,44.59 N,81.15 W,44.59,-81.15
10205,Wiarton,CA,44.45 N,81.8W,44.45,-81.8
10206,Owen Sound,CA,44.35 N,80.56 W,44.35,-80.56
10207,Meaford,CA,44.37 N,80.36 W,44.37,-80.36
10208,Thornbury,CA,44.34 N,80.27 W,44.34,-80.27
10209,Collingwood,CA,44.30 N,80.14 W,44.3,-80.14
10210,Penetanguishene,CA,44.46 N,79.56 W,44.46,-79.56
10211,Midland,CA,44.45 N,79.55 W,44.45,-79.55
10212,Tiffin,CA,44.45 N,79.51 W,44.45,-79.51
10213,Port Mcnicoll,CA,44.45 N,79.48 W,44.45,-79.48
10214,Victoria Harbour,CA,44.45 N,79.49 W,44.45,-79.49
10215,Waubaushene,CA,44.46 N,79.43 W,44.46,-79.43
10216,Port Severn,CA,44.48 N,79.43 W,44.48,-79.43
10217,Depot Harbour,CA,45.19 N,80.6W,45.19,-80.6
10218,Parry Sound,CA,45.20 N,80.2W,45.2,-80.2
10219,Byng Inlet,CA,45.46 N,80.34 W,45.46,-80.34
10220,Key Harbour,CA,45.53 N,80.45 W,45.53,-80.45
10221,Killarney,CA,45.58 N,81.31 W,45.58,-81.31
10222,Manitowaning,CA,45.45 N,81.48 W,45.45,-81.48
10223,Sheguiandah,CA,45.54 N,81.55 W,45.54,-81.55
10224,Little Current,CA,45.59 N,81.56 W,45.59,-81.56
10225,Honora,CA,45.52 N,82.10 W,45.52,-82.1
10226,Kagawong,CA,45.55 N,82.15 W,45.55,-82.15
10227,Gore Bay,CA,45.55 N,82.28 W,45.55,-82.28
10228,Meldrum Bay,CA,45.56 N,83.7W,45.56,-83.7
10229,Blind River,CA,46.11 N,82.57 W,46.11,-82.57
10230,Cockburn,CA,45.57 N,83.19 W,45.57,-83.19
10231,Thessalon,CA,46.15 N,83.34 W,46.15,-83.34
10232,Bruce Mines,CA,46.17 N,83.47 W,46.17,-83.47
10233,Hilton,CA,46.15 N,83.53 W,46.15,-83.53
10234,Desbarats,CA,46.20 N,83.55 W,46.2,-83.55
10235,Richards Landing,CA,46.18 N,84.2W,46.18,-84.2
10236,Sault Ste Marie,CA,46.31 N,84.21 W,46.31,-84.21
10237,Algonac,US,42.37 N,82.31 W,42.37,-82.31
10238,Marine City,US,42.43 N,82.30 W,42.43,-82.3
10239,St Clair,US,42.49 N,82.29 W,42.49,-82.29
10240,Port Huron,US,43.0N,82.26 W,43,-82.26
10241,Harbor Beach,US,43.51 N,82.39 W,43.51,-82.39
10242,Port Hope,US,43.57 N,82.42 W,43.57,-82.42
10243,Bay City,US,43.36 N,83.52 W,43.36,-83.52
10244,Saginaw,US,43.26 N,83.56 W,43.26,-83.56
10245,Alabaster,US,44.11 N,83.33 W,44.11,-83.33
10246,Tawas City,US,44.16 N,83.30 W,44.16,-83.3
10247,Au Sable,US,44.24 N,83.19 W,44.24,-83.19
10248,Oscoda,US,44.25 N,83.19 W,44.25,-83.19
10249,Alpena,US,45.4N,83.25 W,45.4,-83.25
10250,Rockport,US,45.12 N,83.23 W,45.12,-83.23
10251,Calcite,US,45.25 N,83.47 W,45.25,-83.47
10252,Rogers City,US,45.27 N,83.49 W,45.27,-83.49
10253,Cheboygan,US,45.39 N,84.28 W,45.39,-84.28
10254,Mackinaw City,US,45.47 N,84.43 W,45.47,-84.43
10255,Mackinac Island,US,45.51 N,84.37 W,45.51,-84.37
10256,St Ignace,US,45.51 N,84.43 W,45.51,-84.43
10257,Sault Ste Marie,US,46.30 N,84.21 W,46.3,-84.21
10258,St. James Harbor,US,45.44 N,85.31 W,45.44,-85.31
10259,Harbor Springs,US,45.26 N,84.59 W,45.26,-84.59
10260,Petoskey,US,45.22 N,84.58 W,45.22,-84.58
10261,Charlevoix,US,45.19 N,85.16 W,45.19,-85.16
10262,Traverse City,US,44.46 N,85.37 W,44.46,-85.37
10263,Leland,US,45.1N,85.46 W,45.1,-85.46
10264,Frankfort,US,44.38 N,86.15 W,44.38,-86.15
10265,Manistee,US,44.15 N,86.19 W,44.15,-86.19
10266,Ludington,US,43.57 N,86.27 W,43.57,-86.27
10267,White Lake,US,43.23 N,86.21 W,43.23,-86.21
10268,Muskegon,US,43.14 N,86.16 W,43.14,-86.16
10269,Grand Haven,US,43.4N,86.14 W,43.4,-86.14
10270,Holland,US,42.47 N,86.8W,42.47,-86.8
10271,Saugatuck,US,42.40 N,86.12 W,42.4,-86.12
10272,South Haven,US,42.24 N,86.17 W,42.24,-86.17
10273,St Joseph,US,42.7N,86.29 W,42.7,-86.29
10274,Michigan City,US,41.44 N,86.54 W,41.44,-86.54
10275,Gary,US,41.37 N,87.20 W,41.37,-87.2
10276,Buffington,US,41.38 N,87.25 W,41.38,-87.25
10277,Indiana Harbor,US,41.40 N,87.26 W,41.4,-87.26
10278,Calumet Harbor,US,41.44 N,87.31 W,41.44,-87.31
10279,Chicago,US,41.53 N,87.36 W,41.53,-87.36
10280,Wilmette,US,42.5N,87.41 W,42.5,-87.41
10281,Great Lakes,US,42.18 N,87.50 W,42.18,-87.5
10282,Waukegan,US,42.22 N,87.49 W,42.22,-87.49
10283,Kenosha,US,42.35 N,87.49 W,42.35,-87.49
10284,Racine,US,42.44 N,87.47 W,42.44,-87.47
10285,Milwaukee,US,43.2N,87.53 W,43.2,-87.53
10286,Port Washington,US,43.23 N,87.52 W,43.23,-87.52
10287,Sheboygan,US,43.45 N,87.42 W,43.45,-87.42
10288,Manitowoc,US,44.6N,87.39 W,44.6,-87.39
10289,Two Rivers,US,44.9N,87.34 W,44.9,-87.34
10290,Kewaunee,US,44.28 N,87.30 W,44.28,-87.3
10291,Algoma,US,44.36 N,87.26 W,44.36,-87.26
10292,Sturgeon Bay,US,44.50 N,87.23 W,44.5,-87.23
10293,Green Bay,US,44.31 N,88.1W,44.31,-88.1
10294,Depere,US,44.27 N,88.4W,44.27,-88.4
10295,Kaukauna,US,44.17 N,88.16 W,44.17,-88.16
10296,Oconto,US,44.54 N,87.50 W,44.54,-87.5
10297,Marinette,US,45.5N,87.36 W,45.5,-87.36
10298,Menominee,US,45.6N,87.36 W,45.6,-87.36
10299,Escanaba,US,45.46 N,87.3W,45.46,-87.3
10300,Gladstone,US,45.51 N,87.1W,45.51,-87.1
10301,Nahma,US,45.50 N,86.40 W,45.5,-86.4
10302,Manistique,US,45.57 N,86.15 W,45.57,-86.15
10303,Port Inland,US,45.58 N,85.52 W,45.58,-85.52
10304,Goulais Bay,CA,46.44 N,84.30 W,46.44,-84.3
10305,Batchawana Bay,CA,46.55 N,84.36 W,46.55,-84.36
10306,Gargantua,CA,47.34 N,84.58 W,47.34,-84.58
10307,Michipicoten,CA,47.58 N,84.54 W,47.58,-84.54
10308,Quebec Harbour,CA,47.42 N,85.48 W,47.42,-85.48
10309,Heron Bay,CA,48.39 N,86.19 W,48.39,-86.19
10310,Thunder Bay,CA,48.24 N,89.14 W,48.24,-89.14
10311,Grand Marais,US,46.41 N,85.58 W,46.41,-85.58
10312,Munising,US,46.25 N,86.39 W,46.25,-86.39
10313,Marquette,US,46.32 N,87.23 W,46.32,-87.23
10314,Presque Isle,US,46.34 N,87.23 W,46.34,-87.23
10315,L Anse,US,46.46 N,88.28 W,46.46,-88.28
10316,Baraga,US,46.47 N,88.29 W,46.47,-88.29
10317,Copper Harbor,US,47.28 N,87.52 W,47.28,-87.52
10318,Eagle Harbor,US,47.28 N,88.10 W,47.28,-88.1
10319,Houghton,US,47.7N,88.34 W,47.7,-88.34
10320,Ontonagon,US,46.53 N,89.20 W,46.53,-89.2
10321,Ashland,US,46.36 N,90.52 W,46.36,-90.52
10322,Washburn,US,46.40 N,90.53 W,46.4,-90.53
10323,Bayfield,US,46.48 N,90.49 W,46.48,-90.49
10324,La Pointe,US,46.47 N,90.47 W,46.47,-90.47
10325,Cornucopia,US,46.52 N,91.6W,46.52,-91.6
10326,Port Wing,US,46.47 N,91.23 W,46.47,-91.23
10327,Superior,US,46.44 N,92.4W,46.44,-92.4
10328,Duluth,US,46.46 N,92.6W,46.46,-92.6
10329,Two Harbors,US,47.1N,91.39 W,47.1,-91.39
10330,Grand Marais,US,47.45 N,90.20 W,47.45,-90.2
10331,Washington Harbor,US,47.55 N,89.9W,47.55,-89.9
10332,Gaspe,CA,48.50 N,64.29 W,48.5,-64.29
10333,Douglastown,CA,48.46 N,64.23 W,48.46,-64.23
10334,Chandler,CA,48.22 N,64.40 W,48.22,-64.4
10335,Dalhousie,CA,48.4N,66.22 W,48.4,-66.22
10336,Caraquet,CA,47.48 N,64.56 W,47.48,-64.56
10337,Shippegan,CA,47.45 N,64.42 W,47.45,-64.42
10338,Shediac,CA,46.13 N,64.33 W,46.13,-64.33
10339,Alberton,CA,46.48 N,64.4W,46.48,-64.4
10340,Souris Harbour,CA,46.21 N,62.15 W,46.21,-62.15
10341,Georgetown,CA,46.11 N,62.32 W,46.11,-62.32
10342,Charlottetown,CA,46.14 N,63.8W,46.14,-63.8
10343,Summerside,CA,46.24 N,63.47 W,46.24,-63.47
10344,Pictou,CA,45.40 N,62.43 W,45.4,-62.43
10345,Port Hawkesbury,CA,45.37 N,61.22 W,45.37,-61.22
10346,Port Hastings,CA,45.39 N,61.24 W,45.39,-61.24
10347,Cheticamp,CA,46.38 N,61.0W,46.38,-61
10348,Whycocomagh,CA,45.58 N,61.8W,45.58,-61.8
10349,Grand Narrows,CA,45.57 N,60.47 W,45.57,-60.47
10350,Little Bras D Or,CA,46.15 N,60.18 W,46.15,-60.18
10351,North Sydney,CA,46.13 N,60.15 W,46.13,-60.15
10352,Sydney,CA,46.9N,60.12 W,46.9,-60.12
10353,Louisburg,CA,45.55 N,59.58 W,45.55,-59.58
10354,Arichat,CA,45.31 N,61.1W,45.31,-61.1
10355,Guysborough,CA,45.24 N,61.30 W,45.24,-61.3
10356,Canso,CA,45.20 N,61.0W,45.2,-61
10357,Whitehaven Harbor,CA,45.14 N,61.11 W,45.14,-61.11
10358,Goldsboro,CA,45.11 N,61.39 W,45.11,-61.39
10359,Stormont,CA,45.13 N,61.43 W,45.13,-61.43
10360,Sonora,CA,45.4N,61.55 W,45.4,-61.55
10361,Musquodoboit Harbour,CA,44.47 N,63.9W,44.47,-63.9
10362,Halifax,CA,44.39 N,63.35 W,44.39,-63.35
10363,Sambro,CA,44.28 N,63.36 W,44.28,-63.36
10364,Lunenburg,CA,44.23 N,64.19 W,44.23,-64.19
10365,Liverpool (Brooklyn),CA,44.2N,64.39 W,44.2,-64.39
10366,Lockeport,CA,43.42 N,65.7W,43.42,-65.7
10367,Yarmouth,CA,43.50 N,66.7W,43.5,-66.7
10368,Digby,CA,44.37 N,65.46 W,44.37,-65.46
10369,Annapolis Royal,CA,44.45 N,65.31 W,44.45,-65.31
10370,Windsor,CA,45.0N,64.9W,45,-64.9
10371,Canaport (St. John),CA,45.12 N,65.59 W,45.12,-65.59
10372,St John,CA,45.16 N,66.3W,45.16,-66.3
10373,Port Bayside Nb,CA,45.9N,67.8W,45.9,-67.8
10374,Eastport,US,44.54 N,66.59 W,44.54,-66.59
10375,Lubec,US,44.52 N,66.59 W,44.52,-66.59
10376,Machiasport,US,44.42 N,67.24 W,44.42,-67.24
10377,Machias,US,44.43 N,67.28 W,44.43,-67.28
10378,Jonesport,US,44.32 N,67.37 W,44.32,-67.37
10379,Wyman,US,44.31 N,67.52 W,44.31,-67.52
10380,Milbridge,US,44.32 N,67.53 W,44.32,-67.53
10381,Corea,US,44.24 N,67.58 W,44.24,-67.58
10382,Winter Harbor,US,44.23 N,68.5W,44.23,-68.5
10383,Sorrento,US,44.28 N,68.11 W,44.28,-68.11
10384,Bar Harbor,US,44.23 N,68.12 W,44.23,-68.12
10385,Northeast Harbor,US,44.18 N,68.17 W,44.18,-68.17
10386,Southwest Harbor,US,44.17 N,68.19 W,44.17,-68.19
10387,Mount Desert,US,44.22 N,68.20 W,44.22,-68.2
10388,Frenchboro,US,44.7N,68.22 W,44.7,-68.22
10389,Minturn,US,44.9N,68.27 W,44.9,-68.27
10390,Swans Island,US,44.8N,68.27 W,44.8,-68.27
10391,Bass Harbor,US,44.14 N,68.21 W,44.14,-68.21
10392,Ellsworth,US,44.33 N,68.25 W,44.33,-68.25
10393,Brooklin,US,44.16 N,68.35 W,44.16,-68.35
10394,Bucks Harbor,US,44.20 N,68.44 W,44.2,-68.44
10395,Stonington,US,44.9N,68.40 W,44.9,-68.4
10396,Criehaven,US,43.50 N,68.53 W,43.5,-68.53
10397,Matinicus,US,43.52 N,68.53 W,43.52,-68.53
10398,Vinalhaven,US,44.3N,68.50 W,44.3,-68.5
10399,North Haven,US,44.8N,68.52 W,44.8,-68.52
10400,Castine,US,44.23 N,68.44 W,44.23,-68.44
10401,Sandypoint,US,44.31 N,68.49 W,44.31,-68.49
10402,Bucksport,US,44.34 N,68.47 W,44.34,-68.47
10403,Winterport,US,44.38 N,68.51 W,44.38,-68.51
10404,Bangor,US,44.48 N,68.46 W,44.48,-68.46
10405,Searsport,US,44.27 N,68.55 W,44.27,-68.55
10406,Belfast,US,44.25 N,69.0W,44.25,-69
10407,Camden,US,44.13 N,69.4W,44.13,-69.4
10408,Rockport,US,44.11 N,69.4W,44.11,-69.4
10409,Rockland,US,44.6N,69.6W,44.6,-69.6
10410,Monhegan,US,43.46 N,69.19 W,43.46,-69.19
10411,Port Clyde,US,43.55 N,69.15 W,43.55,-69.15
10412,Thomaston,US,44.4N,69.11 W,44.4,-69.11
10413,Friendship,US,43.58 N,69.20 W,43.58,-69.2
10414,New Harbor,US,43.52 N,69.29 W,43.52,-69.29
10415,Pemaquid Beach,US,43.52 N,69.32 W,43.52,-69.32
10416,South Bristol,US,43.52 N,69.33 W,43.52,-69.33
10417,Boothbay Harbor,US,43.52 N,69.35 W,43.52,-69.35
10418,Robinhood,US,43.51 N,69.44 W,43.51,-69.44
10419,Bath,US,43.55 N,69.49 W,43.55,-69.49
10420,Gardiner,US,44.14 N,69.46 W,44.14,-69.46
10421,Augusta,US,44.19 N,69.46 W,44.19,-69.46
10422,Cundy Harbor,US,43.47 N,69.54 W,43.47,-69.54
10423,South Harpswell,US,43.44 N,70.1W,43.44,-70.1
10424,Portland,US,43.40 N,70.15 W,43.4,-70.15
